team_name,player_name,player_id,role,bowling_arm,bowling_type,batting_hand,batter_classification,bowler_classification,batter_tags,bowler_tags,is_captain
Rajasthan Royals,Yashasvi Jaiswal,6c19c6e5,Batter,Left-arm,Left-arm orthodox,Left-hand,,,EXPLOSIVE_OPENER|PP_DOMINATOR|DEATH_SPECIALIST|SIX_HITTER|PACE_SPECIALIST,
Rajasthan Royals,Riyan Parag,04a418e8,All-rounder,Right-arm,Off-spin,Right-hand,,,ACCUMULATOR,PART_TIMER,TRUE
Rajasthan Royals,Dhruv Jurel,bcf325d2,Wicketkeeper,Right-arm,Medium,Right-hand,,,FINISHER|PACE_SPECIALIST,
Rajasthan Royals,Shimron Hetmyer,48a1d7b7,Batter,Right-arm,Medium,Left-hand,,,FINISHER|PACE_SPECIALIST,
Rajasthan Royals,Vaibhav Suryavanshi,470f446b,Batter,Left-arm,Medium,Left-hand,,,,
Rajasthan Royals,Nandre Burger,465aa633,Bowler,Right-arm,Fast,Right-hand,,,,
Rajasthan Royals,Kwena Maphaka,107c26fb,Bowler,Left-arm,Fast,Left-hand,,,,
Rajasthan Royals,Lhuan-dre Pretorius,60aa2db3,All-rounder,Right-arm,Fast,Right-hand,,,,
Rajasthan Royals,Yudhvir Singh,4885bbe6,All-rounder,Right-arm,Medium,Right-hand,,,,
Rajasthan Royals,Shubham Dubey,bf407d50,Batter,Right-arm,Medium,Right-hand,,,ACCUMULATOR,
Rajasthan Royals,Adam Milne,350bb1b1,Bowler,Right-arm,Fast,Right-hand,,,,PART_TIMER
Rajasthan Royals,Kuldeep Sen,2e78f685,Bowler,Right-arm,Fast,Right-hand,,,,PART_TIMER
Rajasthan Royals,Aman Rao,0420f51f,Wicketkeeper,Right-arm,Medium,Right-hand,,,,
Rajasthan Royals,Ravi Singh,f8d66d89,Batter,Right-arm,Medium,Right-hand,,,FINISHER|DEATH_SPECIALIST|SIX_HITTER|PACE_SPECIALIST,
Rajasthan Royals,Donovan Ferreira,f0af99a7,Batter,Right-arm,Off-spin,Right-hand,,,,
Rajasthan Royals,Yash Raj Punja,5f419f69,Bowler,Right-arm,Leg-spin,Right-hand,,,,
Rajasthan Royals,Vignesh Puthur,1e030637,Bowler,Right-arm,Leg-spin,Right-hand,,,,
Rajasthan Royals,Sushant Mishra,c562ac6d,Bowler,Left-arm,Fast,Left-hand,,,,
Rajasthan Royals,Brijesh Sharma,c18496e1,All-rounder,Right-arm,Medium,Right-hand,,,,MIDDLE_OVERS_CONTROLLER
Sunrisers Hyderabad,Heinrich Klaasen,235c2bb6,Wicketkeeper,Right-arm,Medium,Right-hand,,,FINISHER|MIDDLE_OVERS_ACCELERATOR|DEATH_SPECIALIST|SIX_HITTER|CONSISTENT|SPIN_SPECIALIST,
Sunrisers Hyderabad,Nitish Kumar Reddy,aad0c365,All-rounder,Right-arm,Fast,Right-hand,,,MIDDLE_ORDER|SPIN_SPECIALIST,
Sunrisers Hyderabad,Brydon Carse,cad40f5e,Bowler,Right-arm,Fast,Right-hand,,,,
Sunrisers Hyderabad,Kamindu Mendis,08548b13,All-rounder,Left-arm,Left-arm orthodox,Left-hand,,,,
Sunrisers Hyderabad,Eshan Malinga,5750bcb4,Bowler,Right-arm,Fast,Right-hand,,,,
Sunrisers Hyderabad,Zeeshan Ansari,36619795,Bowler,Left-arm,Left-arm orthodox,Left-hand,,,,PART_TIMER
Sunrisers Hyderabad,Aniket Verma,a3b0600d,Batter,Right-arm,Medium,Right-hand,,,,
Sunrisers Hyderabad,Ravichandran Smaran,465fbdf0,Batter,Right-arm,Medium,Left-hand,,,,
Sunrisers Hyderabad,Harsh Dubey,25228673,Bowler,Right-arm,Off-spin,Right-hand,,,,
Sunrisers Hyderabad,Jack Edwards,f787e0eb,All-rounder,Right-arm,Off-spin,Right-hand,,,,
Sunrisers Hyderabad,Shivang Kumar,8998a68f,Bowler,Right-arm,Fast,Right-hand,,,,
Sunrisers Hyderabad,Krains Fuletra,f5b0548b,All-rounder,Left-arm,Left-arm wrist spin,Right-hand,,,,
Sunrisers Hyderabad,Salil Arora,263f1761,Batter,Right-arm,Medium,Right-hand,,,,
Sunrisers Hyderabad,Amit Kumar,54fba5fc,All-rounder,Right-arm,Fast,Right-hand,,,,
Sunrisers Hyderabad,Onkar Tarmale,44742215,Batter,Right-arm,Fast,Right-hand,,,,
Sunrisers Hyderabad,Sakib Hussain,280fff14,Bowler,Right-arm,Fast,Right-hand,,,,
Sunrisers Hyderabad,Praful Hinge,fae0e256,Bowler,Right-arm,Fast,Right-hand,,,,
Gujarat Titans,Rahul Tewatia,39a2dfa8,All-rounder,Right-arm,Leg-spin,Left-hand,,,ACCUMULATOR|PACE_SPECIALIST,MIDDLE_OVERS_CONTROLLER
Gujarat Titans,Shahrukh Khan,7dcb9bc9,Batter,Right-arm,Medium,Right-hand,,,ACCUMULATOR|PACE_SPECIALIST,
Gujarat Titans,Sai Kishore,c7a995d3,Bowler,Left-arm,Left-arm orthodox,Left-hand,,,,WORKHORSE
Gujarat Titans,Glenn Phillips,9a46c4e5,All-rounder,Right-arm,Off-spin,Right-hand,,,,
Gujarat Titans,Arshad Khan,12314277,All-rounder,Right-arm,Medium,Right-hand,,,,PART_TIMER
Gujarat Titans,Gurnoor Brar,99258814,All-rounder,Left-arm,Left-arm orthodox,Left-hand,,,,
Gujarat Titans,Jayant Yadav,81049310,All-rounder,Right-arm,Off-spin,Right-hand,,,,WORKHORSE|PP_ELITE|MID_OVERS_ELITE|PRESSURE_BUILDER
Gujarat Titans,Kumar Kushagra,57ca01b3,Wicketkeeper,Right-arm,Medium,Right-hand,,,,
Gujarat Titans,Anuj Rawat,c8f5f961,Wicketkeeper,Right-arm,Medium,Left-hand,,,,
Gujarat Titans,Nishant Sindhu,3cea23da,All-rounder,Left-arm,Left-arm orthodox,Left-hand,,,,
Gujarat Titans,Manav Suthar,025c4400,Bowler,Left-arm,Left-arm orthodox,Left-hand,,,,
Lucknow Super Giants,Mayank Yadav,c6355538,Bowler,Right-arm,Fast,Right-hand,,,,
Lucknow Super Giants,Abdul Samad,8e514b4c,Batter,Right-arm,Leg-spin,Right-hand,,,FINISHER|PACE_SPECIALIST,
Lucknow Super Giants,Ayush Badoni,872b03f7,Batter,Right-arm,Leg-spin,Right-hand,,,ACCUMULATOR|PACE_SPECIALIST,
Lucknow Super Giants,Matthew Breetzke,35f173a0,Batter,Right-arm,Medium,Right-hand,,,,
Lucknow Super Giants,Manimaran Siddharth,cf0ccafa,Bowler,Left-arm,Left-arm orthodox,Left-hand,,,,
Lucknow Super Giants,Himmat Singh,ebcfef83,All-rounder,Right-arm,Off-spin,Right-hand,,,,
Lucknow Super Giants,Akash Singh,b483905d,Bowler,Left-arm,Fast,Left-hand,,,,PART_TIMER
Lucknow Super Giants,Josh Inglis,989889ff,Wicketkeeper,Right-arm,Medium,Right-hand,,,,
Lucknow Super Giants,Arjun Tendulkar,44aac2f0,Bowler,Left-arm,Fast,Left-hand,,,,
Lucknow Super Giants,Arshin Kulkarni,2d140b79,All-rounder,Right-arm,Off-spin,Right-hand,,,,
