batter_id,batter_name,bowling_type,balls,runs,dismissals,fours,sixes,dots,strike_rate,average,dot_pct,boundary_pct
da934ee8,MK Lomror,Right-arm pace,12,17.0,1.0,1.0,1.0,3.0,141.67,17.0,25.0,16.67
93b4fc78,MK Pandey,Fast,88,115.0,7.0,6.0,7.0,31.0,130.68,16.43,35.23,14.77
93b4fc78,MK Pandey,Left-arm orthodox,51,61.0,3.0,7.0,0.0,16.0,119.61,20.33,31.37,13.73
93b4fc78,MK Pandey,Left-arm pace,6,7.0,0.0,1.0,0.0,2.0,116.67,,33.33,16.67
93b4fc78,MK Pandey,Left-arm wrist spin,7,9.0,0.0,1.0,0.0,2.0,128.57,,28.57,14.29
93b4fc78,MK Pandey,Leg-spin,24,37.0,1.0,3.0,2.0,9.0,154.17,37.0,37.5,20.83
93b4fc78,MK Pandey,Off-spin,29,32.0,0.0,2.0,0.0,7.0,110.34,,24.14,6.9
93b4fc78,MK Pandey,Right-arm leg-spin,9,6.0,1.0,0.0,0.0,3.0,66.67,6.0,33.33,0.0
93b4fc78,MK Pandey,Right-arm off-spin,16,14.0,0.0,0.0,1.0,8.0,87.5,,50.0,6.25
93b4fc78,MK Pandey,Right-arm pace,10,12.0,0.0,2.0,0.0,4.0,120.0,,40.0,20.0
bb351c23,MM Ali,Fast,80,106.0,3.0,11.0,4.0,29.0,132.5,35.33,36.25,18.75
bb351c23,MM Ali,Left-arm orthodox,10,6.0,0.0,0.0,0.0,4.0,60.0,,40.0,0.0
bb351c23,MM Ali,Left-arm pace,5,11.0,0.0,1.0,1.0,2.0,220.0,,40.0,40.0
bb351c23,MM Ali,Left-arm wrist spin,13,24.0,1.0,0.0,3.0,4.0,184.62,24.0,30.77,23.08
bb351c23,MM Ali,Leg-spin,46,57.0,5.0,3.0,4.0,21.0,123.91,11.4,45.65,15.22
bb351c23,MM Ali,Off-spin,7,8.0,2.0,1.0,0.0,2.0,114.29,4.0,28.57,14.29
bb351c23,MM Ali,Right-arm leg-spin,7,7.0,2.0,1.0,0.0,4.0,100.0,3.5,57.14,14.29
bb351c23,MM Ali,Right-arm off-spin,12,6.0,0.0,0.0,0.0,6.0,50.0,,50.0,0.0
bb351c23,MM Ali,Right-arm pace,20,30.0,1.0,2.0,2.0,7.0,150.0,30.0,35.0,20.0
759ac88f,MM Sharma,Fast,5,1.0,3.0,0.0,0.0,4.0,20.0,0.33,80.0,0.0
759ac88f,MM Sharma,Left-arm orthodox,9,2.0,0.0,0.0,0.0,7.0,22.22,,77.78,0.0
759ac88f,MM Sharma,Left-arm wrist spin,5,0.0,0.0,0.0,0.0,5.0,0.0,,100.0,0.0
35f173a0,MP Breetzke,Left-arm orthodox,5,9.0,0.0,0.0,1.0,2.0,180.0,,40.0,20.0
35f173a0,MP Breetzke,Right-arm pace,7,5.0,1.0,1.0,0.0,5.0,71.43,5.0,71.43,14.29
d9273ee7,MP Stoinis,Fast,252,378.0,11.0,33.0,23.0,101.0,150.0,34.36,40.08,22.22
d9273ee7,MP Stoinis,Left-arm orthodox,80,124.0,4.0,5.0,10.0,27.0,155.0,31.0,33.75,18.75
d9273ee7,MP Stoinis,Left-arm pace,40,72.0,0.0,6.0,5.0,14.0,180.0,,35.0,27.5
d9273ee7,MP Stoinis,Left-arm wrist spin,26,22.0,1.0,0.0,1.0,10.0,84.62,22.0,38.46,3.85
d9273ee7,MP Stoinis,Leg-spin,58,73.0,3.0,3.0,5.0,21.0,125.86,24.33,36.21,13.79
d9273ee7,MP Stoinis,Medium,16,25.0,2.0,2.0,2.0,7.0,156.25,12.5,43.75,25.0
d9273ee7,MP Stoinis,Off-spin,7,10.0,1.0,1.0,0.0,1.0,142.86,10.0,14.29,14.29
d9273ee7,MP Stoinis,Right-arm leg-spin,30,37.0,1.0,4.0,1.0,11.0,123.33,37.0,36.67,16.67
d9273ee7,MP Stoinis,Right-arm off-spin,27,55.0,4.0,4.0,4.0,5.0,203.7,13.75,18.52,29.63
d9273ee7,MP Stoinis,Right-arm pace,81,151.0,4.0,15.0,7.0,22.0,186.42,37.75,27.16,27.16
3d8feaf8,MR Marsh,Fast,290,506.0,15.0,50.0,32.0,111.0,174.48,33.73,38.28,28.28
3d8feaf8,MR Marsh,Left-arm orthodox,87,107.0,3.0,9.0,5.0,35.0,122.99,35.67,40.23,16.09
3d8feaf8,MR Marsh,Left-arm pace,4,0.0,1.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0
3d8feaf8,MR Marsh,Left-arm wrist spin,16,18.0,0.0,0.0,1.0,5.0,112.5,,31.25,6.25
3d8feaf8,MR Marsh,Leg-spin,28,48.0,2.0,4.0,3.0,7.0,171.43,24.0,25.0,25.0
3d8feaf8,MR Marsh,Medium,22,37.0,1.0,3.0,2.0,5.0,168.18,37.0,22.73,22.73
3d8feaf8,MR Marsh,Off-spin,40,60.0,1.0,5.0,3.0,14.0,150.0,60.0,35.0,20.0
3d8feaf8,MR Marsh,Right-arm leg-spin,5,8.0,0.0,1.0,0.0,0.0,160.0,,0.0,20.0
3d8feaf8,MR Marsh,Right-arm off-spin,4,1.0,0.0,0.0,0.0,3.0,25.0,,75.0,0.0
3d8feaf8,MR Marsh,Right-arm pace,20,31.0,2.0,4.0,1.0,6.0,155.0,15.5,30.0,25.0
e96801ea,MS Bhandage,Fast,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
e96801ea,MS Bhandage,Leg-spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
4a8a2e3b,MS Dhoni,Fast,144,300.0,9.0,24.0,23.0,37.0,208.33,33.33,25.69,32.64
4a8a2e3b,MS Dhoni,Left-arm orthodox,18,25.0,0.0,2.0,2.0,9.0,138.89,,50.0,22.22
4a8a2e3b,MS Dhoni,Left-arm pace,9,16.0,0.0,1.0,1.0,2.0,177.78,,22.22,22.22
4a8a2e3b,MS Dhoni,Left-arm wrist spin,4,4.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
4a8a2e3b,MS Dhoni,Leg-spin,35,39.0,1.0,1.0,3.0,15.0,111.43,39.0,42.86,11.43
4a8a2e3b,MS Dhoni,Medium,5,4.0,0.0,0.0,0.0,2.0,80.0,,40.0,0.0
4a8a2e3b,MS Dhoni,Off-spin,12,12.0,1.0,0.0,1.0,6.0,100.0,12.0,50.0,8.33
4a8a2e3b,MS Dhoni,Right-arm leg-spin,4,12.0,0.0,1.0,1.0,0.0,300.0,,0.0,50.0
4a8a2e3b,MS Dhoni,Right-arm off-spin,7,5.0,0.0,0.0,0.0,2.0,71.43,,28.57,0.0
4a8a2e3b,MS Dhoni,Right-arm pace,33,42.0,4.0,0.0,4.0,11.0,127.27,10.5,33.33,12.12
afa7e784,MS Wade,Fast,4,2.0,1.0,0.0,0.0,2.0,50.0,2.0,50.0,0.0
afa7e784,MS Wade,Leg-spin,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
a90e53ec,MW Short,Fast,29,40.0,2.0,8.0,0.0,14.0,137.93,20.0,48.28,27.59
a90e53ec,MW Short,Left-arm pace,15,19.0,0.0,2.0,1.0,8.0,126.67,,53.33,20.0
a90e53ec,MW Short,Leg-spin,3,1.0,2.0,0.0,0.0,2.0,33.33,0.5,66.67,0.0
a90e53ec,MW Short,Medium,14,26.0,0.0,4.0,1.0,5.0,185.71,,35.71,35.71
a90e53ec,MW Short,Right-arm leg-spin,13,7.0,1.0,0.0,0.0,6.0,53.85,7.0,46.15,0.0
a90e53ec,MW Short,Right-arm off-spin,5,7.0,1.0,0.0,1.0,3.0,140.0,7.0,60.0,20.0
a90e53ec,MW Short,Right-arm pace,13,17.0,0.0,1.0,1.0,7.0,130.77,,53.85,15.38
c3a96caf,Mandeep Singh,Fast,10,11.0,1.0,0.0,1.0,4.0,110.0,11.0,40.0,10.0
c3a96caf,Mandeep Singh,Left-arm orthodox,5,3.0,1.0,0.0,0.0,3.0,60.0,3.0,60.0,0.0
c3a96caf,Mandeep Singh,Left-arm pace,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
a457cfb5,Mayank Dagar,Right-arm pace,1,0.0,0.0,0.0,0.0,1.0,0.0,,100.0,0.0
62af8546,Mohammad Nabi,Fast,21,23.0,2.0,2.0,1.0,10.0,109.52,11.5,47.62,14.29
62af8546,Mohammad Nabi,Left-arm pace,3,3.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
62af8546,Mohammad Nabi,Leg-spin,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
62af8546,Mohammad Nabi,Right-arm off-spin,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
62af8546,Mohammad Nabi,Right-arm pace,3,6.0,1.0,0.0,1.0,2.0,200.0,6.0,66.67,33.33
8cf9814c,Mohammed Shami,Fast,12,13.0,3.0,2.0,0.0,6.0,108.33,4.33,50.0,16.67
8cf9814c,Mohammed Shami,Off-spin,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
8cf9814c,Mohammed Shami,Right-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
2f49c897,Mohammed Siraj,Fast,4,4.0,0.0,0.0,0.0,1.0,100.0,,25.0,0.0
2f49c897,Mohammed Siraj,Left-arm wrist spin,2,0.0,0.0,0.0,0.0,2.0,0.0,,100.0,0.0
2f49c897,Mohammed Siraj,Leg-spin,4,12.0,0.0,0.0,2.0,2.0,300.0,,50.0,50.0
2f49c897,Mohammed Siraj,Right-arm pace,4,0.0,2.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0
9a5f2863,Mohit Rathee,Fast,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
c33d8116,Mohsin Khan,Fast,1,2.0,0.0,0.0,0.0,0.0,200.0,,0.0,0.0
c33d8116,Mohsin Khan,Right-arm pace,7,0.0,1.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0
2cffab74,Mukesh Kumar,Fast,17,10.0,1.0,0.0,0.0,7.0,58.82,10.0,41.18,0.0
2cffab74,Mukesh Kumar,Right-arm pace,1,0.0,0.0,0.0,0.0,1.0,0.0,,100.0,0.0
d621b427,Musheer Khan,Leg-spin,3,0.0,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0
0a8fce53,Mustafizur Rahman,Fast,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
0a8fce53,Mustafizur Rahman,Right-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
bd54eef5,N Jagadeesan,Fast,46,50.0,4.0,7.0,1.0,25.0,108.7,12.5,54.35,17.39
bd54eef5,N Jagadeesan,Left-arm orthodox,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
bd54eef5,N Jagadeesan,Left-arm pace,18,20.0,1.0,4.0,0.0,10.0,111.11,20.0,55.56,22.22
bd54eef5,N Jagadeesan,Leg-spin,13,13.0,1.0,2.0,0.0,7.0,100.0,13.0,53.85,15.38
bd54eef5,N Jagadeesan,Off-spin,3,5.0,0.0,1.0,0.0,1.0,166.67,,33.33,33.33
3241e3fd,N Pooran,Fast,364,618.0,20.0,55.0,36.0,111.0,169.78,30.9,30.49,25.0
3241e3fd,N Pooran,Left-arm orthodox,46,136.0,0.0,5.0,17.0,10.0,295.65,,21.74,47.83
3241e3fd,N Pooran,Left-arm pace,28,75.0,0.0,7.0,6.0,5.0,267.86,,17.86,46.43
3241e3fd,N Pooran,Left-arm wrist spin,31,36.0,3.0,4.0,1.0,15.0,116.13,12.0,48.39,16.13
3241e3fd,N Pooran,Leg-spin,61,121.0,2.0,7.0,10.0,19.0,198.36,60.5,31.15,27.87
3241e3fd,N Pooran,Medium,26,83.0,1.0,3.0,11.0,7.0,319.23,83.0,26.92,53.85
3241e3fd,N Pooran,Off-spin,59,87.0,1.0,2.0,9.0,24.0,147.46,87.0,40.68,18.64
3241e3fd,N Pooran,Right-arm leg-spin,12,21.0,0.0,2.0,2.0,7.0,175.0,,58.33,33.33
3241e3fd,N Pooran,Right-arm off-spin,47,54.0,0.0,4.0,1.0,12.0,114.89,,25.53,10.64
3241e3fd,N Pooran,Right-arm pace,67,120.0,3.0,12.0,8.0,24.0,179.1,40.0,35.82,29.85
fb2d1dda,N Rana,Fast,234,360.0,9.0,41.0,19.0,104.0,153.85,40.0,44.44,25.64
fb2d1dda,N Rana,Left-arm orthodox,26,34.0,3.0,4.0,1.0,9.0,130.77,11.33,34.62,19.23
fb2d1dda,N Rana,Left-arm pace,13,22.0,1.0,3.0,1.0,5.0,169.23,22.0,38.46,30.77
fb2d1dda,N Rana,Left-arm wrist spin,12,22.0,0.0,2.0,1.0,1.0,183.33,,8.33,25.0
fb2d1dda,N Rana,Leg-spin,57,71.0,6.0,7.0,2.0,20.0,124.56,11.83,35.09,15.79
fb2d1dda,N Rana,Medium,3,6.0,0.0,1.0,0.0,0.0,200.0,,0.0,33.33
fb2d1dda,N Rana,Off-spin,19,21.0,1.0,0.0,1.0,5.0,110.53,21.0,26.32,5.26
fb2d1dda,N Rana,Right-arm leg-spin,10,8.0,0.0,0.0,0.0,4.0,80.0,,40.0,0.0
fb2d1dda,N Rana,Right-arm off-spin,62,93.0,3.0,10.0,3.0,16.0,150.0,31.0,25.81,20.97
fb2d1dda,N Rana,Right-arm pace,17,23.0,1.0,1.0,2.0,7.0,135.29,23.0,41.18,17.65
d1a60072,N Wadhera,Fast,195,266.0,16.0,26.0,14.0,85.0,136.41,16.63,43.59,20.51
d1a60072,N Wadhera,Left-arm orthodox,46,55.0,1.0,6.0,1.0,15.0,119.57,55.0,32.61,15.22
d1a60072,N Wadhera,Left-arm pace,8,20.0,0.0,1.0,2.0,1.0,250.0,,12.5,37.5
d1a60072,N Wadhera,Left-arm wrist spin,15,34.0,0.0,3.0,2.0,3.0,226.67,,20.0,33.33
d1a60072,N Wadhera,Leg-spin,105,174.0,3.0,14.0,11.0,37.0,165.71,58.0,35.24,23.81
d1a60072,N Wadhera,Medium,13,17.0,1.0,0.0,2.0,6.0,130.77,17.0,46.15,15.38
d1a60072,N Wadhera,Off-spin,17,11.0,1.0,1.0,0.0,9.0,64.71,11.0,52.94,5.88
d1a60072,N Wadhera,Right-arm leg-spin,4,9.0,0.0,0.0,1.0,0.0,225.0,,0.0,25.0
d1a60072,N Wadhera,Right-arm off-spin,52,70.0,1.0,6.0,2.0,14.0,134.62,70.0,26.92,15.38
d1a60072,N Wadhera,Right-arm pace,46,62.0,3.0,3.0,4.0,15.0,134.78,20.67,32.61,15.22
9eb1455b,NT Ellis,Fast,5,1.0,1.0,0.0,0.0,4.0,20.0,1.0,80.0,0.0
9eb1455b,NT Ellis,Leg-spin,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
fffa744b,Naman Dhir,Fast,143,258.0,10.0,26.0,15.0,48.0,180.42,25.8,33.57,28.67
fffa744b,Naman Dhir,Left-arm orthodox,17,35.0,1.0,5.0,1.0,2.0,205.88,35.0,11.76,35.29
fffa744b,Naman Dhir,Left-arm pace,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
fffa744b,Naman Dhir,Left-arm wrist spin,3,2.0,1.0,0.0,0.0,1.0,66.67,2.0,33.33,0.0
fffa744b,Naman Dhir,Leg-spin,17,23.0,1.0,2.0,1.0,5.0,135.29,23.0,29.41,17.65
fffa744b,Naman Dhir,Medium,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
fffa744b,Naman Dhir,Off-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
fffa744b,Naman Dhir,Right-arm off-spin,4,8.0,0.0,1.0,0.0,0.0,200.0,,0.0,25.0
fffa744b,Naman Dhir,Right-arm pace,27,64.0,0.0,3.0,6.0,5.0,237.04,,18.52,33.33
c0c411cb,Naveen-ul-Haq,Fast,11,14.0,1.0,2.0,0.0,5.0,127.27,14.0,45.45,18.18
c0c411cb,Naveen-ul-Haq,Left-arm orthodox,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
c0c411cb,Naveen-ul-Haq,Leg-spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
c0c411cb,Naveen-ul-Haq,Right-arm pace,10,2.0,0.0,0.0,0.0,8.0,20.0,,80.0,0.0
aad0c365,Nithish Kumar Reddy,Fast,191,219.0,10.0,15.0,9.0,75.0,114.66,21.9,39.27,12.57
aad0c365,Nithish Kumar Reddy,Left-arm orthodox,72,105.0,2.0,8.0,5.0,18.0,145.83,52.5,25.0,18.06
aad0c365,Nithish Kumar Reddy,Left-arm pace,7,12.0,0.0,0.0,1.0,1.0,171.43,,14.29,14.29
aad0c365,Nithish Kumar Reddy,Left-arm wrist spin,8,13.0,1.0,0.0,1.0,3.0,162.5,13.0,37.5,12.5
aad0c365,Nithish Kumar Reddy,Leg-spin,57,90.0,1.0,5.0,6.0,18.0,157.89,90.0,31.58,19.3
aad0c365,Nithish Kumar Reddy,Medium,4,2.0,1.0,0.0,0.0,2.0,50.0,2.0,50.0,0.0
aad0c365,Nithish Kumar Reddy,Off-spin,6,4.0,0.0,0.0,0.0,3.0,66.67,,50.0,0.0
aad0c365,Nithish Kumar Reddy,Right-arm leg-spin,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
aad0c365,Nithish Kumar Reddy,Right-arm off-spin,11,26.0,1.0,1.0,3.0,3.0,236.36,26.0,27.27,36.36
aad0c365,Nithish Kumar Reddy,Right-arm pace,6,11.0,1.0,2.0,0.0,1.0,183.33,11.0,16.67,33.33
efc04be7,Noor Ahmad,Fast,17,15.0,6.0,2.0,0.0,9.0,88.24,2.5,52.94,11.76
efc04be7,Noor Ahmad,Left-arm orthodox,4,1.0,0.0,0.0,0.0,3.0,25.0,,75.0,0.0
efc04be7,Noor Ahmad,Left-arm wrist spin,2,0.0,0.0,0.0,0.0,2.0,0.0,,100.0,0.0
efc04be7,Noor Ahmad,Leg-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
efc04be7,Noor Ahmad,Off-spin,7,1.0,0.0,0.0,0.0,6.0,14.29,,85.71,0.0
efc04be7,Noor Ahmad,Right-arm leg-spin,3,1.0,1.0,0.0,0.0,2.0,33.33,1.0,66.67,0.0
efc04be7,Noor Ahmad,Right-arm pace,1,2.0,0.0,0.0,0.0,0.0,200.0,,0.0,0.0
ed5a5510,P Dubey,Fast,8,9.0,1.0,1.0,0.0,2.0,112.5,9.0,25.0,12.5
ed5a5510,P Dubey,Left-arm orthodox,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
ed5a5510,P Dubey,Leg-spin,6,4.0,0.0,1.0,0.0,5.0,66.67,,83.33,16.67
ed5a5510,P Dubey,Right-arm off-spin,4,1.0,0.0,0.0,0.0,3.0,25.0,,75.0,0.0
9418198b,P Simran Singh,Fast,429,651.0,19.0,70.0,34.0,179.0,151.75,34.26,41.72,24.24
9418198b,P Simran Singh,Left-arm orthodox,96,112.0,6.0,13.0,2.0,39.0,116.67,18.67,40.63,15.63
9418198b,P Simran Singh,Left-arm pace,37,66.0,1.0,5.0,5.0,12.0,178.38,66.0,32.43,27.03
9418198b,P Simran Singh,Left-arm wrist spin,37,65.0,3.0,5.0,4.0,9.0,175.68,21.67,24.32,24.32
9418198b,P Simran Singh,Leg-spin,60,108.0,3.0,10.0,7.0,20.0,180.0,36.0,33.33,28.33
9418198b,P Simran Singh,Medium,20,31.0,3.0,6.0,0.0,9.0,155.0,10.33,45.0,30.0
9418198b,P Simran Singh,Off-spin,26,53.0,0.0,4.0,4.0,6.0,203.85,,23.08,30.77
9418198b,P Simran Singh,Right-arm leg-spin,10,15.0,1.0,1.0,1.0,3.0,150.0,15.0,30.0,20.0
9418198b,P Simran Singh,Right-arm off-spin,40,68.0,2.0,6.0,4.0,13.0,170.0,34.0,32.5,25.0
9418198b,P Simran Singh,Right-arm pace,63,115.0,6.0,15.0,7.0,30.0,182.54,19.17,47.62,34.92
6c882e9a,PBB Rajapaksa,Fast,13,19.0,1.0,2.0,1.0,6.0,146.15,19.0,46.15,23.08
6c882e9a,PBB Rajapaksa,Left-arm pace,4,3.0,0.0,0.0,0.0,1.0,75.0,,25.0,0.0
6c882e9a,PBB Rajapaksa,Leg-spin,7,3.0,0.0,0.0,0.0,4.0,42.86,,57.14,0.0
6c882e9a,PBB Rajapaksa,Off-spin,15,25.0,0.0,3.0,1.0,6.0,166.67,,40.0,26.67
6c882e9a,PBB Rajapaksa,Right-arm pace,23,21.0,2.0,1.0,0.0,8.0,91.3,10.5,34.78,4.35
3d284ca3,PD Salt,Fast,360,640.0,17.0,69.0,38.0,139.0,177.78,37.65,38.61,29.72
3d284ca3,PD Salt,Left-arm orthodox,64,117.0,4.0,18.0,3.0,16.0,182.81,29.25,25.0,32.81
3d284ca3,PD Salt,Left-arm pace,10,13.0,0.0,2.0,0.0,3.0,130.0,,30.0,20.0
3d284ca3,PD Salt,Left-arm wrist spin,4,8.0,1.0,0.0,1.0,1.0,200.0,8.0,25.0,25.0
3d284ca3,PD Salt,Leg-spin,55,68.0,3.0,6.0,2.0,19.0,123.64,22.67,34.55,14.55
3d284ca3,PD Salt,Medium,20,38.0,1.0,8.0,0.0,7.0,190.0,38.0,35.0,40.0
3d284ca3,PD Salt,Off-spin,19,42.0,1.0,4.0,3.0,5.0,221.05,42.0,26.32,36.84
3d284ca3,PD Salt,Right-arm leg-spin,5,8.0,1.0,0.0,1.0,2.0,160.0,8.0,40.0,20.0
3d284ca3,PD Salt,Right-arm off-spin,12,31.0,0.0,4.0,2.0,3.0,258.33,,25.0,50.0
3d284ca3,PD Salt,Right-arm pace,36,72.0,3.0,10.0,4.0,15.0,200.0,24.0,41.67,38.89
08548b13,PHKD Mendis,Fast,33,31.0,3.0,1.0,0.0,12.0,93.94,10.33,36.36,3.03
08548b13,PHKD Mendis,Left-arm orthodox,7,7.0,0.0,0.0,0.0,3.0,100.0,,42.86,0.0
08548b13,PHKD Mendis,Left-arm wrist spin,8,13.0,0.0,2.0,0.0,2.0,162.5,,25.0,25.0
08548b13,PHKD Mendis,Leg-spin,8,17.0,0.0,3.0,0.0,2.0,212.5,,25.0,37.5
08548b13,PHKD Mendis,Off-spin,8,6.0,1.0,0.0,0.0,3.0,75.0,6.0,37.5,0.0
08548b13,PHKD Mendis,Right-arm pace,4,17.0,0.0,1.0,2.0,0.0,425.0,,0.0,75.0
ded9240e,PJ Cummins,Fast,79,126.0,5.0,10.0,8.0,29.0,159.49,25.2,36.71,22.78
ded9240e,PJ Cummins,Left-arm orthodox,6,14.0,0.0,0.0,2.0,2.0,233.33,,33.33,33.33
ded9240e,PJ Cummins,Left-arm wrist spin,5,1.0,1.0,0.0,0.0,4.0,20.0,1.0,80.0,0.0
ded9240e,PJ Cummins,Leg-spin,3,8.0,0.0,0.0,1.0,0.0,266.67,,0.0,33.33
ded9240e,PJ Cummins,Medium,7,16.0,0.0,1.0,1.0,1.0,228.57,,14.29,28.57
ded9240e,PJ Cummins,Off-spin,29,29.0,1.0,2.0,1.0,13.0,100.0,29.0,44.83,10.34
ded9240e,PJ Cummins,Right-arm leg-spin,4,8.0,0.0,0.0,1.0,1.0,200.0,,25.0,25.0
ded9240e,PJ Cummins,Right-arm pace,19,28.0,2.0,2.0,1.0,5.0,147.37,14.0,26.32,15.79
bb965e9a,PK Garg,Fast,9,5.0,1.0,0.0,0.0,6.0,55.56,5.0,66.67,0.0
bb965e9a,PK Garg,Left-arm orthodox,7,11.0,0.0,1.0,0.0,0.0,157.14,,0.0,14.29
bb965e9a,PK Garg,Left-arm pace,4,5.0,0.0,0.0,0.0,1.0,125.0,,25.0,0.0
bb965e9a,PK Garg,Leg-spin,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
663b5e34,PN Mankad,Fast,32,36.0,1.0,4.0,1.0,15.0,112.5,36.0,46.88,15.63
663b5e34,PN Mankad,Left-arm orthodox,4,6.0,0.0,1.0,0.0,1.0,150.0,,25.0,25.0
663b5e34,PN Mankad,Left-arm pace,10,16.0,1.0,3.0,0.0,3.0,160.0,16.0,30.0,30.0
663b5e34,PN Mankad,Leg-spin,8,16.0,0.0,1.0,1.0,1.0,200.0,,12.5,25.0
663b5e34,PN Mankad,Off-spin,12,17.0,0.0,3.0,0.0,5.0,141.67,,41.67,25.0
663b5e34,PN Mankad,Right-arm pace,5,2.0,1.0,0.0,0.0,4.0,40.0,2.0,80.0,0.0
98ae73b1,PP Chawla,Fast,12,9.0,3.0,1.0,0.0,7.0,75.0,3.0,58.33,8.33
98ae73b1,PP Chawla,Left-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
98ae73b1,PP Chawla,Leg-spin,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
98ae73b1,PP Chawla,Right-arm off-spin,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
98ae73b1,PP Chawla,Right-arm pace,15,25.0,3.0,1.0,2.0,5.0,166.67,8.33,33.33,20.0
8b3e9c7c,PP Shaw,Fast,94,108.0,8.0,16.0,1.0,44.0,114.89,13.5,46.81,18.09
8b3e9c7c,PP Shaw,Left-arm orthodox,16,31.0,2.0,3.0,2.0,5.0,193.75,15.5,31.25,31.25
8b3e9c7c,PP Shaw,Left-arm pace,11,25.0,0.0,5.0,0.0,1.0,227.27,,9.09,45.45
8b3e9c7c,PP Shaw,Leg-spin,15,22.0,1.0,4.0,0.0,6.0,146.67,22.0,40.0,26.67
8b3e9c7c,PP Shaw,Medium,11,17.0,0.0,3.0,0.0,3.0,154.55,,27.27,27.27
8b3e9c7c,PP Shaw,Off-spin,12,22.0,2.0,5.0,0.0,5.0,183.33,11.0,41.67,41.67
8b3e9c7c,PP Shaw,Right-arm leg-spin,4,15.0,0.0,2.0,1.0,0.0,375.0,,0.0,75.0
8b3e9c7c,PP Shaw,Right-arm off-spin,9,17.0,0.0,1.0,1.0,1.0,188.89,,11.11,22.22
8b3e9c7c,PP Shaw,Right-arm pace,33,46.0,3.0,7.0,1.0,14.0,139.39,15.33,42.42,24.24
327b58d3,PVD Chameera,Fast,9,6.0,0.0,0.0,0.0,3.0,66.67,,33.33,0.0
327b58d3,PVD Chameera,Left-arm orthodox,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
327b58d3,PVD Chameera,Medium,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
327b58d3,PVD Chameera,Off-spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
327b58d3,PVD Chameera,Right-arm pace,1,0.0,0.0,0.0,0.0,1.0,0.0,,100.0,0.0
c27b5a0e,PVSN Raju,Fast,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
c96f6ac5,PWA Mulder,Fast,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
c96f6ac5,PWA Mulder,Left-arm orthodox,2,0.0,0.0,0.0,0.0,2.0,0.0,,100.0,0.0
c96f6ac5,PWA Mulder,Left-arm wrist spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
c96f6ac5,PWA Mulder,Medium,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
c96f6ac5,PWA Mulder,Right-arm pace,3,5.0,0.0,1.0,0.0,1.0,166.67,,33.33,33.33
a97c8ec2,PWH de Silva,Fast,10,5.0,2.0,0.0,0.0,5.0,50.0,2.5,50.0,0.0
a97c8ec2,PWH de Silva,Left-arm orthodox,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
a97c8ec2,PWH de Silva,Left-arm wrist spin,4,4.0,0.0,0.0,0.0,1.0,100.0,,25.0,0.0
