batter_id,batter_name,bowling_type,balls,runs,dismissals,fours,sixes,dots,strike_rate,average,dot_pct,boundary_pct
99b75528,JC Buttler,Right-arm leg-spin,18,24.0,2.0,3.0,1.0,8.0,133.33,12.0,44.44,22.22
99b75528,JC Buttler,Right-arm off-spin,53,87.0,3.0,7.0,4.0,12.0,164.15,29.0,22.64,20.75
99b75528,JC Buttler,Right-arm pace,66,102.0,3.0,13.0,3.0,22.0,154.55,34.0,33.33,24.24
1e66c162,JD Unadkat,Fast,24,27.0,1.0,3.0,1.0,12.0,112.5,27.0,50.0,16.67
1e66c162,JD Unadkat,Left-arm pace,4,3.0,1.0,0.0,0.0,1.0,75.0,3.0,25.0,0.0
1e66c162,JD Unadkat,Off-spin,5,3.0,1.0,0.0,0.0,2.0,60.0,3.0,40.0,0.0
a343262c,JE Root,Fast,6,5.0,0.0,1.0,0.0,4.0,83.33,,66.67,16.67
a343262c,JE Root,Left-arm pace,8,4.0,1.0,0.0,0.0,4.0,50.0,4.0,50.0,0.0
a343262c,JE Root,Right-arm off-spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
3c55c703,JG Bethell,Fast,25,45.0,1.0,6.0,2.0,8.0,180.0,45.0,32.0,32.0
3c55c703,JG Bethell,Left-arm orthodox,8,8.0,1.0,1.0,0.0,3.0,100.0,8.0,37.5,12.5
3c55c703,JG Bethell,Left-arm wrist spin,6,14.0,0.0,2.0,1.0,3.0,233.33,,50.0,50.0
462411b3,JJ Bumrah,Fast,8,10.0,0.0,1.0,0.0,2.0,125.0,,25.0,12.5
462411b3,JJ Bumrah,Left-arm orthodox,1,0.0,0.0,0.0,0.0,1.0,0.0,,100.0,0.0
462411b3,JJ Bumrah,Leg-spin,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
462411b3,JJ Bumrah,Right-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
d1c36f5c,JJ Roy,Fast,107,121.0,4.0,20.0,0.0,50.0,113.08,30.25,46.73,18.69
d1c36f5c,JJ Roy,Left-arm orthodox,30,60.0,2.0,5.0,5.0,10.0,200.0,30.0,33.33,33.33
d1c36f5c,JJ Roy,Left-arm pace,10,18.0,0.0,2.0,1.0,3.0,180.0,,30.0,30.0
d1c36f5c,JJ Roy,Left-arm wrist spin,7,8.0,1.0,0.0,1.0,4.0,114.29,8.0,57.14,14.29
d1c36f5c,JJ Roy,Leg-spin,10,15.0,0.0,3.0,0.0,4.0,150.0,,40.0,30.0
d1c36f5c,JJ Roy,Right-arm off-spin,17,48.0,1.0,4.0,4.0,2.0,282.35,48.0,11.76,47.06
d1c36f5c,JJ Roy,Right-arm pace,6,15.0,0.0,2.0,1.0,2.0,250.0,,33.33,50.0
abb83e27,JM Bairstow,Fast,136,219.0,6.0,26.0,9.0,49.0,161.03,36.5,36.03,25.74
abb83e27,JM Bairstow,Left-arm orthodox,32,65.0,1.0,7.0,4.0,10.0,203.13,65.0,31.25,34.38
abb83e27,JM Bairstow,Left-arm pace,4,2.0,0.0,0.0,0.0,2.0,50.0,,50.0,0.0
abb83e27,JM Bairstow,Left-arm wrist spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
abb83e27,JM Bairstow,Leg-spin,16,7.0,1.0,0.0,0.0,10.0,43.75,7.0,62.5,0.0
abb83e27,JM Bairstow,Medium,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
abb83e27,JM Bairstow,Off-spin,17,35.0,0.0,2.0,3.0,4.0,205.88,,23.53,29.41
abb83e27,JM Bairstow,Right-arm off-spin,7,13.0,0.0,1.0,1.0,2.0,185.71,,28.57,28.57
abb83e27,JM Bairstow,Right-arm pace,22,38.0,0.0,4.0,2.0,7.0,172.73,,31.82,27.27
800d2d97,JM Sharma,Fast,238,370.0,12.0,33.0,21.0,88.0,155.46,30.83,36.97,22.69
800d2d97,JM Sharma,Left-arm orthodox,24,54.0,3.0,3.0,5.0,6.0,225.0,18.0,25.0,33.33
800d2d97,JM Sharma,Left-arm pace,7,18.0,1.0,1.0,2.0,2.0,257.14,18.0,28.57,42.86
800d2d97,JM Sharma,Left-arm wrist spin,16,15.0,3.0,0.0,1.0,7.0,93.75,5.0,43.75,6.25
800d2d97,JM Sharma,Leg-spin,78,119.0,4.0,6.0,9.0,26.0,152.56,29.75,33.33,19.23
800d2d97,JM Sharma,Medium,13,25.0,1.0,2.0,2.0,5.0,192.31,25.0,38.46,30.77
800d2d97,JM Sharma,Off-spin,13,14.0,1.0,0.0,1.0,5.0,107.69,14.0,38.46,7.69
800d2d97,JM Sharma,Right-arm leg-spin,11,19.0,0.0,1.0,1.0,1.0,172.73,,9.09,18.18
800d2d97,JM Sharma,Right-arm off-spin,11,16.0,0.0,0.0,2.0,5.0,145.45,,45.45,18.18
800d2d97,JM Sharma,Right-arm pace,64,91.0,6.0,8.0,5.0,26.0,142.19,15.17,40.63,20.31
0f721006,JO Holder,Fast,6,9.0,2.0,0.0,1.0,2.0,150.0,4.5,33.33,16.67
0f721006,JO Holder,Right-arm leg-spin,4,2.0,0.0,0.0,0.0,2.0,50.0,,50.0,0.0
0f721006,JO Holder,Right-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
4933f499,JP Behrendorff,Left-arm pace,6,3.0,0.0,0.0,0.0,3.0,50.0,,50.0,0.0
4933f499,JP Behrendorff,Right-arm pace,3,3.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
989889ff,JP Inglis,Fast,103,174.0,4.0,19.0,10.0,42.0,168.93,43.5,40.78,28.16
989889ff,JP Inglis,Left-arm orthodox,39,58.0,2.0,5.0,3.0,13.0,148.72,29.0,33.33,20.51
989889ff,JP Inglis,Left-arm pace,5,12.0,0.0,0.0,1.0,0.0,240.0,,0.0,20.0
989889ff,JP Inglis,Leg-spin,10,13.0,1.0,0.0,1.0,2.0,130.0,13.0,20.0,10.0
989889ff,JP Inglis,Medium,2,10.0,0.0,1.0,1.0,0.0,500.0,,0.0,100.0
989889ff,JP Inglis,Off-spin,6,4.0,1.0,0.0,0.0,4.0,66.67,4.0,66.67,0.0
989889ff,JP Inglis,Right-arm pace,6,7.0,0.0,1.0,0.0,2.0,116.67,,33.33,16.67
03806cf8,JR Hazlewood,Left-arm orthodox,1,0.0,0.0,0.0,0.0,1.0,0.0,,100.0,0.0
03806cf8,JR Hazlewood,Right-arm pace,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
90de905a,K Gowtham,Fast,15,20.0,3.0,0.0,1.0,4.0,133.33,6.67,26.67,6.67
90de905a,K Gowtham,Left-arm pace,1,6.0,0.0,0.0,1.0,0.0,600.0,,0.0,100.0
90de905a,K Gowtham,Leg-spin,6,9.0,0.0,0.0,1.0,2.0,150.0,,33.33,16.67
90de905a,K Gowtham,Medium,6,13.0,0.0,1.0,1.0,1.0,216.67,,16.67,33.33
90de905a,K Gowtham,Right-arm leg-spin,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
90de905a,K Gowtham,Right-arm pace,4,11.0,0.0,1.0,1.0,1.0,275.0,,25.0,50.0
f6d8a7ab,K Kartikeya,Fast,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
f6d8a7ab,K Kartikeya,Left-arm pace,3,5.0,0.0,1.0,0.0,1.0,166.67,,33.33,33.33
f6d8a7ab,K Kartikeya,Medium,4,2.0,1.0,0.0,0.0,3.0,50.0,2.0,75.0,0.0
f6d8a7ab,K Kartikeya,Right-arm pace,4,1.0,1.0,0.0,0.0,3.0,25.0,1.0,75.0,0.0
e62dd25d,K Rabada,Fast,12,18.0,0.0,0.0,2.0,4.0,150.0,,33.33,16.67
e62dd25d,K Rabada,Leg-spin,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
e62dd25d,K Rabada,Right-arm pace,8,10.0,2.0,0.0,1.0,3.0,125.0,5.0,37.5,12.5
68c56d09,KA Jamieson,Fast,5,0.0,0.0,0.0,0.0,5.0,0.0,,100.0,0.0
0b60eb09,KA Maharaj,Fast,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
c03f1114,KD Karthik,Fast,127,223.0,12.0,18.0,14.0,38.0,175.59,18.58,29.92,25.2
c03f1114,KD Karthik,Left-arm orthodox,8,10.0,0.0,0.0,1.0,3.0,125.0,,37.5,12.5
c03f1114,KD Karthik,Left-arm pace,8,10.0,0.0,1.0,0.0,2.0,125.0,,25.0,12.5
c03f1114,KD Karthik,Left-arm wrist spin,5,2.0,1.0,0.0,0.0,3.0,40.0,2.0,60.0,0.0
c03f1114,KD Karthik,Leg-spin,38,54.0,1.0,4.0,2.0,9.0,142.11,54.0,23.68,15.79
c03f1114,KD Karthik,Medium,1,0.0,0.0,0.0,0.0,1.0,0.0,,100.0,0.0
c03f1114,KD Karthik,Off-spin,14,14.0,1.0,1.0,0.0,4.0,100.0,14.0,28.57,7.14
c03f1114,KD Karthik,Right-arm leg-spin,17,30.0,1.0,3.0,2.0,6.0,176.47,30.0,35.29,29.41
c03f1114,KD Karthik,Right-arm off-spin,9,22.0,0.0,2.0,1.0,0.0,244.44,,0.0,33.33
c03f1114,KD Karthik,Right-arm pace,50,97.0,3.0,10.0,7.0,19.0,194.0,32.33,38.0,34.0
5b8c830e,KH Pandya,Fast,158,228.0,9.0,21.0,8.0,54.0,144.3,25.33,34.18,18.35
5b8c830e,KH Pandya,Left-arm orthodox,36,32.0,1.0,2.0,1.0,19.0,88.89,32.0,52.78,8.33
5b8c830e,KH Pandya,Left-arm pace,11,18.0,1.0,0.0,1.0,2.0,163.64,18.0,18.18,9.09
5b8c830e,KH Pandya,Left-arm wrist spin,39,35.0,2.0,2.0,1.0,18.0,89.74,17.5,46.15,7.69
5b8c830e,KH Pandya,Leg-spin,20,24.0,0.0,2.0,1.0,8.0,120.0,,40.0,15.0
5b8c830e,KH Pandya,Medium,9,7.0,1.0,0.0,0.0,4.0,77.78,7.0,44.44,0.0
5b8c830e,KH Pandya,Off-spin,14,13.0,1.0,1.0,0.0,5.0,92.86,13.0,35.71,7.14
5b8c830e,KH Pandya,Right-arm leg-spin,21,36.0,1.0,1.0,3.0,6.0,171.43,36.0,28.57,19.05
5b8c830e,KH Pandya,Right-arm off-spin,28,16.0,3.0,1.0,0.0,15.0,57.14,5.33,53.57,3.57
5b8c830e,KH Pandya,Right-arm pace,18,16.0,1.0,1.0,0.0,7.0,88.89,16.0,38.89,5.56
a2f46292,KK Ahmed,Fast,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
944533a5,KK Nair,Fast,71,118.0,4.0,14.0,7.0,31.0,166.2,29.5,43.66,29.58
944533a5,KK Nair,Left-arm orthodox,15,22.0,2.0,3.0,0.0,3.0,146.67,11.0,20.0,20.0
944533a5,KK Nair,Leg-spin,7,6.0,0.0,0.0,0.0,2.0,85.71,,28.57,0.0
944533a5,KK Nair,Medium,12,28.0,0.0,3.0,2.0,3.0,233.33,,25.0,41.67
944533a5,KK Nair,Off-spin,3,6.0,1.0,0.0,1.0,2.0,200.0,6.0,66.67,33.33
944533a5,KK Nair,Right-arm leg-spin,7,18.0,0.0,4.0,0.0,1.0,257.14,,14.29,57.14
b17e2f24,KL Rahul,Fast,487,701.0,18.0,76.0,25.0,178.0,143.94,38.94,36.55,20.74
b17e2f24,KL Rahul,Left-arm orthodox,88,126.0,1.0,9.0,5.0,21.0,143.18,126.0,23.86,15.91
b17e2f24,KL Rahul,Left-arm pace,38,46.0,2.0,5.0,1.0,13.0,121.05,23.0,34.21,15.79
b17e2f24,KL Rahul,Left-arm wrist spin,31,43.0,1.0,4.0,1.0,7.0,138.71,43.0,22.58,16.13
b17e2f24,KL Rahul,Leg-spin,118,140.0,0.0,11.0,3.0,34.0,118.64,,28.81,11.86
b17e2f24,KL Rahul,Medium,22,26.0,1.0,3.0,0.0,5.0,118.18,26.0,22.73,13.64
b17e2f24,KL Rahul,Off-spin,56,57.0,0.0,3.0,1.0,18.0,101.79,,32.14,7.14
b17e2f24,KL Rahul,Right-arm leg-spin,19,29.0,2.0,1.0,2.0,5.0,152.63,14.5,26.32,15.79
b17e2f24,KL Rahul,Right-arm off-spin,69,92.0,2.0,6.0,3.0,18.0,133.33,46.0,26.09,13.04
b17e2f24,KL Rahul,Right-arm pace,53,67.0,4.0,7.0,2.0,19.0,126.42,16.75,35.85,16.98
798cc28e,KM Asif,Medium,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
99d63244,KM Jadhav,Fast,3,5.0,0.0,1.0,0.0,1.0,166.67,,33.33,33.33
99d63244,KM Jadhav,Right-arm leg-spin,2,3.0,0.0,0.0,0.0,0.0,150.0,,0.0,0.0
99d63244,KM Jadhav,Right-arm pace,5,4.0,0.0,0.0,0.0,2.0,80.0,,40.0,0.0
73c18486,KR Mayers,Fast,121,164.0,3.0,21.0,7.0,65.0,135.54,54.67,53.72,23.14
73c18486,KR Mayers,Left-arm orthodox,20,37.0,2.0,2.0,4.0,9.0,185.0,18.5,45.0,30.0
73c18486,KR Mayers,Left-arm pace,24,24.0,1.0,4.0,0.0,14.0,100.0,24.0,58.33,16.67
73c18486,KR Mayers,Left-arm wrist spin,15,27.0,0.0,2.0,2.0,5.0,180.0,,33.33,26.67
73c18486,KR Mayers,Leg-spin,20,40.0,1.0,3.0,3.0,5.0,200.0,40.0,25.0,30.0
73c18486,KR Mayers,Off-spin,22,26.0,1.0,3.0,1.0,11.0,118.18,26.0,50.0,18.18
73c18486,KR Mayers,Right-arm off-spin,18,27.0,3.0,1.0,2.0,8.0,150.0,9.0,44.44,16.67
73c18486,KR Mayers,Right-arm pace,18,28.0,2.0,2.0,2.0,7.0,155.56,14.0,38.89,22.22
e3851766,KS Rathore,Fast,2,0.0,0.0,0.0,0.0,2.0,0.0,,100.0,0.0
e3851766,KS Rathore,Right-arm off-spin,3,0.0,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0
39ed0d2f,KS Sharma,Fast,8,4.0,1.0,0.0,0.0,4.0,50.0,4.0,50.0,0.0
39ed0d2f,KS Sharma,Left-arm orthodox,4,3.0,0.0,0.0,0.0,1.0,75.0,,25.0,0.0
39ed0d2f,KS Sharma,Right-arm off-spin,9,5.0,1.0,0.0,0.0,4.0,55.56,5.0,44.44,0.0
d027ba9f,KS Williamson,Fast,15,18.0,0.0,3.0,0.0,7.0,120.0,,46.67,20.0
d027ba9f,KS Williamson,Left-arm orthodox,10,9.0,1.0,1.0,0.0,6.0,90.0,9.0,60.0,10.0
d027ba9f,KS Williamson,Leg-spin,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
107c26fb,KT Maphaka,Fast,2,8.0,0.0,2.0,0.0,0.0,400.0,,0.0,100.0
119678fd,KV Sharma,Fast,16,33.0,2.0,2.0,3.0,5.0,206.25,16.5,31.25,31.25
119678fd,KV Sharma,Leg-spin,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
119678fd,KV Sharma,Right-arm pace,3,2.0,1.0,0.0,0.0,1.0,66.67,2.0,33.33,0.0
8d2c70ad,Kuldeep Yadav,Fast,71,59.0,3.0,4.0,1.0,33.0,83.1,19.67,46.48,7.04
8d2c70ad,Kuldeep Yadav,Left-arm orthodox,4,8.0,1.0,2.0,0.0,2.0,200.0,8.0,50.0,50.0
8d2c70ad,Kuldeep Yadav,Left-arm pace,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
8d2c70ad,Kuldeep Yadav,Leg-spin,6,3.0,0.0,0.0,0.0,3.0,50.0,,50.0,0.0
8d2c70ad,Kuldeep Yadav,Medium,4,3.0,1.0,0.0,0.0,2.0,75.0,3.0,50.0,0.0
8d2c70ad,Kuldeep Yadav,Off-spin,6,10.0,0.0,2.0,0.0,2.0,166.67,,33.33,33.33
8d2c70ad,Kuldeep Yadav,Right-arm off-spin,5,2.0,1.0,0.0,0.0,3.0,40.0,2.0,60.0,0.0
8d2c70ad,Kuldeep Yadav,Right-arm pace,8,11.0,0.0,2.0,0.0,4.0,137.5,,50.0,25.0
57ca01b3,Kumar Kushagra,Fast,3,2.0,1.0,0.0,0.0,2.0,66.67,2.0,66.67,0.0
57ca01b3,Kumar Kushagra,Off-spin,3,1.0,1.0,0.0,0.0,2.0,33.33,1.0,66.67,0.0
57ca01b3,Kumar Kushagra,Right-arm pace,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
f834dcfc,L Ngidi,Fast,2,0.0,0.0,0.0,0.0,2.0,0.0,,100.0,0.0
65b6943c,L Wood,Fast,3,9.0,0.0,0.0,1.0,0.0,300.0,,0.0,33.33
a1d95bd8,LB Williams,Fast,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
2f9d0389,LH Ferguson,Fast,2,5.0,1.0,1.0,0.0,0.0,250.0,5.0,0.0,50.0
50c6bc2b,LS Livingstone,Fast,137,236.0,8.0,13.0,21.0,51.0,172.26,29.5,37.23,24.82
50c6bc2b,LS Livingstone,Left-arm orthodox,41,33.0,1.0,3.0,0.0,17.0,80.49,33.0,41.46,7.32
50c6bc2b,LS Livingstone,Left-arm wrist spin,27,31.0,2.0,1.0,2.0,9.0,114.81,15.5,33.33,11.11
50c6bc2b,LS Livingstone,Leg-spin,37,63.0,1.0,1.0,6.0,10.0,170.27,63.0,27.03,18.92
50c6bc2b,LS Livingstone,Medium,6,13.0,0.0,3.0,0.0,2.0,216.67,,33.33,50.0
50c6bc2b,LS Livingstone,Off-spin,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
50c6bc2b,LS Livingstone,Right-arm leg-spin,27,20.0,0.0,1.0,0.0,10.0,74.07,,37.04,3.7
50c6bc2b,LS Livingstone,Right-arm off-spin,12,17.0,0.0,1.0,1.0,4.0,141.67,,33.33,16.67
50c6bc2b,LS Livingstone,Right-arm pace,37,72.0,5.0,7.0,4.0,11.0,194.59,14.4,29.73,29.73
ad427b5c,Lalit Yadav,Fast,39,44.0,4.0,6.0,0.0,16.0,112.82,11.0,41.03,15.38
ad427b5c,Lalit Yadav,Left-arm orthodox,5,3.0,0.0,0.0,0.0,2.0,60.0,,40.0,0.0
ad427b5c,Lalit Yadav,Left-arm pace,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
ad427b5c,Lalit Yadav,Leg-spin,7,11.0,0.0,2.0,0.0,2.0,157.14,,28.57,28.57
ad427b5c,Lalit Yadav,Off-spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
ad427b5c,Lalit Yadav,Right-arm leg-spin,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
ad427b5c,Lalit Yadav,Right-arm off-spin,7,4.0,1.0,0.0,0.0,4.0,57.14,4.0,57.14,0.0
ad427b5c,Lalit Yadav,Right-arm pace,7,10.0,1.0,1.0,0.0,2.0,142.86,10.0,28.57,14.29
0404d43c,Liton Das,Fast,4,4.0,1.0,1.0,0.0,3.0,100.0,4.0,75.0,25.0
81c36ee9,M Jansen,Fast,74,86.0,3.0,5.0,3.0,23.0,116.22,28.67,31.08,10.81
81c36ee9,M Jansen,Left-arm orthodox,2,3.0,0.0,0.0,0.0,0.0,150.0,,0.0,0.0
81c36ee9,M Jansen,Left-arm pace,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
81c36ee9,M Jansen,Left-arm wrist spin,4,6.0,0.0,1.0,0.0,1.0,150.0,,25.0,25.0
81c36ee9,M Jansen,Leg-spin,7,9.0,0.0,0.0,1.0,3.0,128.57,,42.86,14.29
81c36ee9,M Jansen,Off-spin,5,2.0,1.0,0.0,0.0,3.0,40.0,2.0,60.0,0.0
81c36ee9,M Jansen,Right-arm leg-spin,6,14.0,0.0,1.0,1.0,1.0,233.33,,16.67,33.33
81c36ee9,M Jansen,Right-arm off-spin,10,5.0,1.0,0.0,0.0,6.0,50.0,5.0,60.0,0.0
81c36ee9,M Jansen,Right-arm pace,9,7.0,2.0,1.0,0.0,5.0,77.78,3.5,55.56,11.11
a9fd84fb,M Markande,Fast,5,3.0,0.0,0.0,0.0,3.0,60.0,,60.0,0.0
a9fd84fb,M Markande,Leg-spin,3,6.0,0.0,1.0,0.0,0.0,200.0,,0.0,33.33
a9fd84fb,M Markande,Off-spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
a9fd84fb,M Markande,Right-arm pace,3,11.0,0.0,1.0,1.0,0.0,366.67,,0.0,66.67
7dcb9bc9,M Shahrukh Khan,Fast,139,249.0,10.0,19.0,17.0,42.0,179.14,24.9,30.22,25.9
7dcb9bc9,M Shahrukh Khan,Left-arm orthodox,13,19.0,1.0,0.0,1.0,1.0,146.15,19.0,7.69,7.69
7dcb9bc9,M Shahrukh Khan,Left-arm pace,10,17.0,1.0,2.0,1.0,4.0,170.0,17.0,40.0,30.0
7dcb9bc9,M Shahrukh Khan,Left-arm wrist spin,4,3.0,0.0,0.0,0.0,1.0,75.0,,25.0,0.0
7dcb9bc9,M Shahrukh Khan,Leg-spin,22,25.0,2.0,2.0,1.0,10.0,113.64,12.5,45.45,13.64
7dcb9bc9,M Shahrukh Khan,Medium,21,38.0,0.0,1.0,4.0,6.0,180.95,,28.57,23.81
7dcb9bc9,M Shahrukh Khan,Off-spin,2,0.0,0.0,0.0,0.0,2.0,0.0,,100.0,0.0
7dcb9bc9,M Shahrukh Khan,Right-arm leg-spin,3,6.0,0.0,1.0,0.0,0.0,200.0,,0.0,33.33
7dcb9bc9,M Shahrukh Khan,Right-arm off-spin,22,46.0,1.0,4.0,3.0,5.0,209.09,46.0,22.73,31.82
7dcb9bc9,M Shahrukh Khan,Right-arm pace,33,59.0,2.0,4.0,4.0,8.0,178.79,29.5,24.24,24.24
f24c6701,M Theekshana,Fast,22,7.0,0.0,0.0,0.0,15.0,31.82,,68.18,0.0
f24c6701,M Theekshana,Left-arm orthodox,3,2.0,1.0,0.0,0.0,1.0,66.67,2.0,33.33,0.0
f24c6701,M Theekshana,Medium,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
f24c6701,M Theekshana,Right-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
fb5f69e4,M Tiwari,Fast,2,2.0,1.0,0.0,0.0,1.0,100.0,2.0,50.0,0.0
fb5f69e4,M Tiwari,Left-arm orthodox,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
c03e2850,M Vohra,Fast,7,8.0,0.0,1.0,0.0,2.0,114.29,,28.57,14.29
c03e2850,M Vohra,Right-arm off-spin,4,2.0,1.0,0.0,0.0,2.0,50.0,2.0,50.0,0.0
00ea847a,MA Agarwal,Fast,160,196.0,7.0,25.0,3.0,70.0,122.5,28.0,43.75,17.5
00ea847a,MA Agarwal,Left-arm orthodox,33,42.0,4.0,5.0,1.0,12.0,127.27,10.5,36.36,18.18
00ea847a,MA Agarwal,Left-arm pace,15,29.0,0.0,4.0,1.0,3.0,193.33,,20.0,33.33
00ea847a,MA Agarwal,Left-arm wrist spin,7,5.0,0.0,0.0,0.0,2.0,71.43,,28.57,0.0
00ea847a,MA Agarwal,Leg-spin,15,13.0,3.0,1.0,0.0,5.0,86.67,4.33,33.33,6.67
00ea847a,MA Agarwal,Off-spin,9,7.0,0.0,0.0,0.0,3.0,77.78,,33.33,0.0
00ea847a,MA Agarwal,Right-arm leg-spin,36,56.0,0.0,5.0,2.0,7.0,155.56,,19.44,19.44
00ea847a,MA Agarwal,Right-arm off-spin,5,7.0,0.0,1.0,0.0,1.0,140.0,,20.0,20.0
00ea847a,MA Agarwal,Right-arm pace,49,70.0,3.0,5.0,2.0,13.0,142.86,23.33,26.53,14.29
3fb19989,MA Starc,Fast,10,11.0,1.0,1.0,0.0,2.0,110.0,11.0,20.0,10.0
3fb19989,MA Starc,Left-arm orthodox,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
3fb19989,MA Starc,Left-arm pace,3,0.0,1.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0
3fb19989,MA Starc,Leg-spin,5,2.0,1.0,0.0,0.0,3.0,40.0,2.0,60.0,0.0
3fb19989,MA Starc,Off-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
8d92a2c3,MA Wood,Fast,4,10.0,1.0,1.0,1.0,2.0,250.0,10.0,50.0,50.0
8d92a2c3,MA Wood,Left-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
3ff033bb,MD Shanaka,Fast,8,7.0,1.0,1.0,0.0,4.0,87.5,7.0,50.0,12.5
3ff033bb,MD Shanaka,Left-arm orthodox,6,2.0,1.0,0.0,0.0,4.0,33.33,2.0,66.67,0.0
3ff033bb,MD Shanaka,Left-arm pace,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
3ff033bb,MD Shanaka,Right-arm off-spin,10,15.0,0.0,1.0,1.0,4.0,150.0,,40.0,20.0
e38bce7a,MG Bracewell,Fast,10,7.0,2.0,0.0,0.0,5.0,70.0,3.5,50.0,0.0
e38bce7a,MG Bracewell,Left-arm wrist spin,4,6.0,0.0,1.0,0.0,1.0,150.0,,25.0,25.0
e38bce7a,MG Bracewell,Leg-spin,9,12.0,0.0,0.0,1.0,3.0,133.33,,33.33,11.11
e38bce7a,MG Bracewell,Off-spin,13,12.0,0.0,1.0,0.0,4.0,92.31,,30.77,7.69
e38bce7a,MG Bracewell,Right-arm leg-spin,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
e38bce7a,MG Bracewell,Right-arm pace,9,19.0,0.0,4.0,0.0,2.0,211.11,,22.22,44.44
f2c936d7,MJ Owen,Fast,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
e4a0deae,MJ Santner,Fast,39,48.0,2.0,3.0,3.0,16.0,123.08,24.0,41.03,15.38
e4a0deae,MJ Santner,Left-arm orthodox,5,2.0,1.0,0.0,0.0,3.0,40.0,2.0,60.0,0.0
e4a0deae,MJ Santner,Left-arm pace,1,0.0,0.0,0.0,0.0,1.0,0.0,,100.0,0.0
e4a0deae,MJ Santner,Left-arm wrist spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
e4a0deae,MJ Santner,Leg-spin,5,2.0,2.0,0.0,0.0,3.0,40.0,1.0,60.0,0.0
e4a0deae,MJ Santner,Right-arm off-spin,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
e4a0deae,MJ Santner,Right-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
025c4400,MJ Suthar,Fast,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
da934ee8,MK Lomror,Fast,88,125.0,9.0,13.0,5.0,33.0,142.05,13.89,37.5,20.45
da934ee8,MK Lomror,Left-arm orthodox,3,6.0,0.0,1.0,0.0,0.0,200.0,,0.0,33.33
da934ee8,MK Lomror,Left-arm pace,3,8.0,0.0,0.0,1.0,0.0,266.67,,0.0,33.33
da934ee8,MK Lomror,Left-arm wrist spin,14,31.0,0.0,1.0,3.0,2.0,221.43,,14.29,28.57
da934ee8,MK Lomror,Leg-spin,16,31.0,1.0,0.0,4.0,5.0,193.75,31.0,31.25,25.0
da934ee8,MK Lomror,Off-spin,14,30.0,2.0,1.0,3.0,4.0,214.29,15.0,28.57,28.57
da934ee8,MK Lomror,Right-arm leg-spin,4,1.0,2.0,0.0,0.0,3.0,25.0,0.5,75.0,0.0
da934ee8,MK Lomror,Right-arm off-spin,10,10.0,0.0,1.0,0.0,3.0,100.0,,30.0,10.0
