batter1_id,batter1_name,batter2_id,batter2_name,match_year,matches_together,total_runs,total_balls,partnership_sr,batter1_sr,batter2_sr,synergy_score
c8f5f961,Anuj Rawat,f9e6e7ef,Shahbaz Ahmed,2023,1,42.0,34.0,123.53,128.17,107.69,1.9
2e171977,AR Patel,f088b960,SN Khan,2023,2,37.0,31.0,119.35,140.8,86.89,1.7
70d205c9,AT Rayudu,fe93fd9d,RA Jadeja,2023,3,61.0,42.0,145.24,139.82,143.94,1.4
b0482a1d,Tilak Varma,eaa76d3c,C Green,2023,4,65.0,39.0,166.67,164.9,162.01,1.3
2c25d4f5,D Padikkal,6c19c6e5,YBK Jaiswal,2023,3,179.0,121.0,147.93,130.5,164.04,0.8
1399b39c,Anmolpreet Singh,77255a9e,RA Tripathi,2023,2,66.0,51.0,129.41,128.05,128.77,0.5
93b4fc78,MK Pandey,dcce6f09,DA Warner,2023,4,97.0,80.0,121.25,110.34,131.97,0.1
271f83cd,SA Yadav,f1f99156,TH David,2023,4,63.0,37.0,170.27,182.23,158.22,0.0
c03f1114,KD Karthik,da934ee8,MK Lomror,2023,4,59.0,43.0,137.21,134.62,140.63,-0.2
2e81a32d,B Kumar,8e514b4c,Abdul Samad,2023,5,57.0,51.0,111.76,89.36,135.2,-0.3
9418198b,P Simran Singh,a90e53ec,MW Short,2023,3,51.0,37.0,137.84,150.42,127.17,-0.4
73ad96ed,DJ Hooda,b17e2f24,KL Rahul,2023,4,44.0,43.0,102.33,93.33,113.69,-0.5
77255a9e,RA Tripathi,f29185a1,Abhishek Sharma,2023,6,165.0,121.0,136.36,128.77,144.87,-0.6
0a509d6b,RK Singh,0bacade8,Rahmanullah Gurbaz,2023,3,115.0,81.0,141.98,151.44,134.32,-0.7
372455c4,Q de Kock,73c18486,KR Mayers,2023,2,100.0,70.0,142.86,141.58,146.9,-1.0
378daa89,Aman Hakim Khan,ed5a5510,P Dubey,2023,1,30.0,33.0,90.91,108.91,80.0,-1.2
00ea847a,MA Agarwal,f29185a1,Abhishek Sharma,2023,4,51.0,38.0,134.21,129.81,144.87,-1.2
0bacade8,Rahmanullah Gurbaz,a24be938,VR Iyer,2023,5,136.0,98.0,138.78,134.32,146.38,-1.5
0a476045,S Dhawan,800d2d97,JM Sharma,2023,4,157.0,105.0,149.52,144.57,157.65,-1.7
0bacade8,Rahmanullah Gurbaz,bd54eef5,N Jagadeesan,2023,4,54.0,46.0,117.39,134.32,109.88,-2.2
271f83cd,SA Yadav,b0482a1d,Tilak Varma,2023,4,190.0,111.0,171.17,182.23,164.9,-2.7
a97c8ec2,PWH de Silva,c03f1114,KD Karthik,2023,3,35.0,30.0,116.67,117.86,134.62,-2.9
dcce6f09,DA Warner,f088b960,SN Khan,2023,3,55.0,54.0,101.85,131.97,86.89,-4.1
0994d0ae,V Shankar,b4b99816,Shubman Gill,2023,6,207.0,132.0,156.82,160.96,158.93,-4.1
235c2bb6,H Klaasen,8e514b4c,Abdul Samad,2023,3,115.0,76.0,151.32,178.49,135.2,-4.2
6a26221c,AK Markram,f29185a1,Abhishek Sharma,2023,3,48.0,39.0,123.08,125.89,144.87,-4.8
495d42a5,R Ashwin,99b75528,JC Buttler,2023,2,60.0,48.0,125.0,131.37,139.5,-5.0
d67d5f00,DA Miller,dbe50b21,HH Pandya,2023,2,46.0,36.0,127.78,145.51,137.85,-5.0
bbd41817,AD Russell,fb2d1dda,N Rana,2023,3,38.0,30.0,126.67,146.45,141.44,-5.2
372455c4,Q de Kock,73ad96ed,DJ Hooda,2023,2,38.0,37.0,102.7,141.58,93.33,-5.5
1ac746c8,Atharva Taide,50c6bc2b,LS Livingstone,2023,4,126.0,85.0,148.24,144.19,168.07,-6.7
d1c36f5c,JJ Roy,fb2d1dda,N Rana,2023,6,105.0,76.0,138.16,152.41,141.44,-6.7
740742ef,RG Sharma,b0482a1d,Tilak Varma,2023,1,68.0,50.0,136.0,133.87,164.9,-6.7
0a509d6b,RK Singh,a24be938,VR Iyer,2023,4,87.0,64.0,135.94,151.44,146.38,-8.3
0a476045,S Dhawan,e94915e6,SM Curran,2023,3,55.0,45.0,122.22,144.57,137.31,-8.4
2e171977,AR Patel,93b4fc78,MK Pandey,2023,4,113.0,97.0,116.49,140.8,110.34,-8.8
6c882e9a,PBB Rajapaksa,800d2d97,JM Sharma,2023,1,37.0,34.0,108.82,114.52,157.65,-9.3
b4b99816,Shubman Gill,dbe50b21,HH Pandya,2023,10,278.0,194.0,143.3,158.93,137.85,-9.9
9418198b,P Simran Singh,e94915e6,SM Curran,2023,2,105.0,80.0,131.25,150.42,137.31,-10.1
3ff033bb,MD Shanaka,b4b99816,Shubman Gill,2023,3,44.0,42.0,104.76,100.0,158.93,-10.4
a24be938,VR Iyer,bd54eef5,N Jagadeesan,2023,3,28.0,30.0,93.33,146.38,109.88,-10.4
3355b542,F du Plessis,ba607b88,V Kohli,2023,14,939.0,645.0,145.58,154.66,139.82,-10.7
3d8feaf8,MR Marsh,dcce6f09,DA Warner,2023,6,75.0,65.0,115.38,131.96,131.97,-10.8
26d041c4,Sikandar Raza,28c78fb3,Harpreet Singh,2023,1,30.0,30.0,100.0,141.84,131.03,-10.9
00ea847a,MA Agarwal,4ae1755b,HC Brook,2023,5,149.0,126.0,118.25,129.81,124.18,-11.0
b681e71e,GJ Maxwell,e38bce7a,MG Bracewell,2023,3,35.0,30.0,116.67,183.49,123.4,-11.0
235c2bb6,H Klaasen,6a26221c,AK Markram,2023,7,217.0,150.0,144.67,178.49,125.89,-11.3
a4e37e47,S Dube,fe93fd9d,RA Jadeja,2023,4,138.0,99.0,139.39,158.33,143.94,-11.6
cad00a4d,RR Rossouw,dcce6f09,DA Warner,2023,4,81.0,66.0,122.73,149.29,131.97,-11.8
372455c4,Q de Kock,5b8c830e,KH Pandya,2023,2,39.0,40.0,97.5,141.58,113.94,-12.1
b4b99816,Shubman Gill,d67d5f00,DA Miller,2023,6,165.0,118.0,139.83,158.93,145.51,-14.6
0994d0ae,V Shankar,d5130a30,B Sai Sudharsan,2023,2,88.0,68.0,129.41,160.96,143.08,-15.4
235c2bb6,H Klaasen,81c36ee9,M Jansen,2023,2,31.0,36.0,86.11,178.49,90.7,-17.5
93b4fc78,MK Pandey,cad00a4d,RR Rossouw,2023,1,59.0,59.0,100.0,110.34,149.29,-17.6
77255a9e,RA Tripathi,f19ccfad,Washington Sundar,2023,1,39.0,50.0,78.0,128.77,100.0,-18.2
6c19c6e5,YBK Jaiswal,a4cc73aa,SV Samson,2023,7,287.0,193.0,148.7,164.04,153.39,-19.3
2e171977,AR Patel,378daa89,Aman Hakim Khan,2023,3,69.0,71.0,97.18,140.8,108.91,-19.6
2c25d4f5,D Padikkal,a4cc73aa,SV Samson,2023,4,102.0,86.0,118.6,130.5,153.39,-20.1
752f7486,Ishan Kishan,eaa76d3c,C Green,2023,7,248.0,176.0,140.91,142.77,162.01,-20.2
0994d0ae,V Shankar,dbe50b21,HH Pandya,2023,2,23.0,31.0,74.19,160.96,137.85,-23.3
0bacade8,Rahmanullah Gurbaz,d1c36f5c,JJ Roy,2023,5,68.0,64.0,106.25,134.32,152.41,-23.8
70d205c9,AT Rayudu,df5a6881,DP Conway,2023,5,46.0,50.0,92.0,139.82,140.29,-24.0
45a43fe2,RD Gaikwad,a4e37e47,S Dube,2023,2,73.0,64.0,114.06,148.24,158.33,-25.1
0890552f,A Manohar,dbe50b21,HH Pandya,2023,2,67.0,70.0,95.71,137.35,137.85,-29.3
00ea847a,MA Agarwal,77255a9e,RA Tripathi,2023,4,70.0,80.0,87.5,129.81,128.77,-33.4
29e95537,AM Rahane,df5a6881,DP Conway,2023,7,297.0,212.0,140.09,172.49,140.29,-34.5
12b610c2,TM Head,f29185a1,Abhishek Sharma,2024,15,691.0,308.0,224.35,192.86,205.96,76.8
45a43fe2,RD Gaikwad,a4e37e47,S Dube,2024,7,351.0,181.0,193.92,141.5,162.96,75.5
3d284ca3,PD Salt,9d430b40,SP Narine,2024,12,559.0,270.0,207.04,185.11,180.74,65.1
740742ef,RG Sharma,752f7486,Ishan Kishan,2024,14,489.0,284.0,172.18,150.54,149.53,62.9
9b6e1b3f,J Fraser-McGurk,ad3b6e95,Abishek Porel,2024,6,289.0,120.0,240.83,237.41,160.29,50.4
3241e3fd,N Pooran,b17e2f24,KL Rahul,2024,5,245.0,128.0,191.41,178.85,136.84,43.0
a4cc73aa,SV Samson,bcf325d2,Dhruv Jurel,2024,2,164.0,83.0,197.59,154.81,138.3,42.4
235c2bb6,H Klaasen,6a26221c,AK Markram,2024,5,244.0,135.0,180.74,172.92,125.71,42.4
0a509d6b,RK Singh,bbd41817,AD Russell,2024,3,122.0,48.0,254.17,151.35,189.74,40.1
b0482a1d,Tilak Varma,d1a60072,N Wadhera,2024,3,128.0,65.0,196.92,150.18,129.76,37.0
85ec8e33,SS Iyer,a24be938,VR Iyer,2024,8,340.0,200.0,170.0,146.86,158.8,34.3
3355b542,F du Plessis,ba607b88,V Kohli,2024,15,707.0,426.0,165.96,161.62,154.7,33.2
c03f1114,KD Karthik,c8f5f961,Anuj Rawat,2024,3,158.0,80.0,197.5,188.44,127.27,31.7
9d430b40,SP Narine,d7017798,A Raghuvanshi,2024,6,349.0,189.0,184.66,180.74,155.24,31.5
b0482a1d,Tilak Varma,fffa744b,Naman Dhir,2024,2,103.0,44.0,234.09,150.18,179.49,30.5
9caf69a1,WG Jacks,ba607b88,V Kohli,2024,5,227.0,120.0,189.17,176.92,154.7,28.0
73ad96ed,DJ Hooda,b17e2f24,KL Rahul,2024,5,215.0,136.0,158.09,138.1,136.84,28.0
