bowler_id,bowler_name,lhb_balls,lhb_economy,lhb_strike_rate,lhb_wickets,rhb_balls,rhb_economy,rhb_strike_rate,rhb_wickets,economy_diff,strike_rate_diff,lhb_wickets_per_ball,rhb_wickets_per_ball,wickets_per_ball_diff,handedness_tags
1abb78f8,SN Thakur,203,10.91,20.3,10.0,236,10.02,23.6,10.0,0.8900000000000006,-3.3000000000000007,0.04926108374384237,0.0423728813559322,0.006888202387910165,
9d430b40,SP Narine,232,7.55,19.33,12.0,479,7.83,25.21,19.0,-0.28000000000000025,-5.880000000000003,0.05172413793103448,0.03966597077244259,0.012058167158591891,
ce820073,Sandeep Sharma,252,8.38,19.38,13.0,318,9.64,15.14,21.0,-1.2599999999999998,4.239999999999998,0.051587301587301584,0.0660377358490566,-0.014450434261755019,"LHB_SPECIALIST, RHB_VULNERABLE"
9440ef41,Suyash Sharma,209,9.33,41.8,5.0,277,9.34,27.7,10.0,-0.009999999999999787,14.099999999999998,0.023923444976076555,0.036101083032490974,-0.01217763805641442,
ce794613,T Natarajan,202,9.36,16.83,12.0,268,9.25,17.87,15.0,0.10999999999999943,-1.0400000000000027,0.0594059405940594,0.055970149253731345,0.003435791340328058,
a818c1be,TA Boult,285,8.46,16.76,17.0,388,8.46,13.86,28.0,0.0,2.900000000000002,0.05964912280701754,0.07216494845360824,-0.012515825646590699,
46a9bea1,TU Deshpande,260,10.36,23.64,11.0,386,10.01,16.78,23.0,0.34999999999999964,6.859999999999999,0.04230769230769231,0.05958549222797927,-0.01727779992028696,
5ffc0565,V Nigam,79,8.89,19.75,4.0,141,9.83,20.14,7.0,-0.9399999999999995,-0.39000000000000057,0.05063291139240506,0.04964539007092199,0.0009875213214830744,
7c3b3b78,VG Arora,167,8.95,12.85,13.0,284,10.46,16.71,17.0,-1.5100000000000016,-3.860000000000001,0.07784431137724551,0.05985915492957746,0.01798515644766805,"LHB_SPECIALIST, RHB_VULNERABLE"
54e52590,Vijaykumar Vyshak,107,10.15,21.4,5.0,169,10.86,24.14,7.0,-0.7099999999999991,-2.740000000000002,0.04672897196261682,0.04142011834319527,0.005308853619421551,
f19ccfad,Washington Sundar,80,8.1,80.0,1.0,86,10.47,21.5,4.0,-2.370000000000001,58.5,0.0125,0.046511627906976744,-0.034011627906976746,"LHB_SPECIALIST, RHB_VULNERABLE, RHB_WICKET_TAKER"
57ee1fde,YS Chahal,275,10.93,22.92,12.0,448,8.37,17.23,26.0,2.5600000000000005,5.690000000000001,0.04363636363636364,0.05803571428571429,-0.014399350649350648,"RHB_SPECIALIST, LHB_VULNERABLE"
7210d461,Yash Dayal,300,10.66,23.08,13.0,301,9.25,21.5,14.0,1.4100000000000001,1.5799999999999983,0.043333333333333335,0.046511627906976744,-0.0031782945736434087,"RHB_SPECIALIST, LHB_VULNERABLE"
4b31f3a3,Yash Thakur,147,11.35,36.75,4.0,208,11.13,12.24,17.0,0.21999999999999886,24.509999999999998,0.027210884353741496,0.08173076923076923,-0.05451988487702773,RHB_WICKET_TAKER
