batter_id,batter_name,pace_balls,pace_sr,pace_avg,pace_dismissals,spin_balls,spin_sr,spin_avg,spin_dismissals,bowling_type_tags
8abdf100,CJ Anderson,42,142.86,20.0,3.0,32,193.75,31.0,2.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN"
ffe699c0,CJ Jordan,42,133.33,14.0,4.0,0,0.0,,0.0,SPECIALIST_VS_PACE
d0513f63,CL White,40,127.5,25.5,2.0,0,0.0,,0.0,
30a2649b,CM Gautam,45,140.0,63.0,1.0,0,0.0,,0.0,SPECIALIST_VS_PACE
e342e5fb,CR Brathwaite,47,187.23,29.33,3.0,0,0.0,,0.0,SPECIALIST_VS_PACE
844e79d1,D Brevis,99,154.55,17.0,9.0,125,150.4,62.67,3.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEG_SPIN, SPECIALIST_VS_OFF_SPIN"
2c25d4f5,D Padikkal,678,131.71,23.5,38.0,370,133.24,44.82,11.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN, SPECIALIST_VS_LEG_SPIN, VULNERABLE_VS_OFF_SPIN"
d67d5f00,DA Miller,559,143.83,36.55,22.0,362,131.22,36.54,13.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN"
dcce6f09,DA Warner,1094,136.38,42.63,35.0,674,150.45,50.7,20.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN, SPECIALIST_VS_LEFT_ARM_WRIST_SPIN, SPECIALIST_VS_LEG_SPIN, SPECIALIST_VS_OFF_SPIN"
87e562a9,DJ Bravo,120,139.17,15.18,11.0,0,0.0,,0.0,SPECIALIST_VS_PACE
73ad96ed,DJ Hooda,405,130.37,22.96,23.0,317,127.13,22.39,18.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_LEG_SPIN, VULNERABLE_VS_OFF_SPIN"
fd835ab3,DJ Hussey,45,115.56,17.33,3.0,0,0.0,,0.0,
eade4650,DJ Mitchell,123,125.2,22.0,7.0,0,0.0,,0.0,
23eeb873,DL Chahar,40,165.0,22.0,3.0,0,0.0,,0.0,SPECIALIST_VS_PACE
df5a6881,DP Conway,361,133.8,69.0,7.0,180,153.33,46.0,6.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_WRIST_SPIN, SPECIALIST_VS_LEG_SPIN, SPECIALIST_VS_OFF_SPIN"
d18f9182,DPMD Jayawardene,80,121.25,19.4,5.0,0,0.0,,0.0,
35205dfc,DR Smith,275,120.73,27.67,12.0,90,156.67,23.5,6.0,"SPECIALIST_VS_SPIN, SPECIALIST_VS_LEG_SPIN"
2a2e6343,DT Christian,36,127.78,11.5,4.0,0,0.0,,0.0,
bcf325d2,Dhruv Jurel,213,175.59,34.0,11.0,103,131.07,135.0,1.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEG_SPIN"
0ebfb1ad,E Lewis,142,135.92,32.17,6.0,0,0.0,,0.0,SPECIALIST_VS_PACE
d2a6c0e6,EJG Morgan,212,122.17,16.19,16.0,150,95.33,20.43,7.0,"VULNERABLE_VS_SPIN, VULNERABLE_VS_LEG_SPIN"
3355b542,F du Plessis,1090,148.53,39.49,41.0,680,122.21,37.77,22.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_LEFT_ARM_SPIN"
bb345e0b,G Gambhir,332,113.86,47.25,8.0,128,130.47,33.4,5.0,"SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN"
94253925,GH Vihari,31,51.61,4.0,4.0,0,0.0,,0.0,VULNERABLE_VS_PACE
5056011d,GJ Bailey,40,105.0,21.0,2.0,0,0.0,,0.0,
b681e71e,GJ Maxwell,421,142.52,20.0,30.0,420,130.0,16.55,33.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEG_SPIN"
6eb146d2,Gurkeerat Singh,90,98.89,22.25,4.0,0,0.0,,0.0,VULNERABLE_VS_PACE
235c2bb6,H Klaasen,354,166.95,29.55,20.0,310,172.9,59.56,9.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN, SPECIALIST_VS_LEFT_ARM_WRIST_SPIN, SPECIALIST_VS_LEG_SPIN, SPECIALIST_VS_OFF_SPIN"
4ae1755b,HC Brook,72,112.5,20.25,4.0,0,0.0,,0.0,
dbe50b21,HH Pandya,712,151.4,23.96,45.0,446,118.61,37.79,14.0,"SPECIALIST_VS_PACE, VULNERABLE_VS_LEFT_ARM_SPIN, SPECIALIST_VS_OFF_SPIN"
e798611a,HM Amla,48,110.42,26.5,2.0,31,145.16,,0.0,"SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN"
f986ca1a,HV Patel,90,110.0,8.25,12.0,0,0.0,,0.0,
8b5b6769,Harbhajan Singh,51,131.37,33.5,2.0,0,0.0,,0.0,SPECIALIST_VS_PACE
c05edf8e,Harpreet Brar,91,128.57,23.4,5.0,0,0.0,,0.0,
77b1aa15,Harshit Rana,34,82.35,9.33,3.0,0,0.0,,0.0,VULNERABLE_VS_PACE
5fa06777,IK Pathan,44,111.36,49.0,1.0,0,0.0,,0.0,
752f7486,Ishan Kishan,840,139.05,25.39,46.0,524,138.36,34.52,21.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN, SPECIALIST_VS_LEFT_ARM_WRIST_SPIN, SPECIALIST_VS_LEG_SPIN"
9b6e1b3f,J Fraser-McGurk,105,180.0,31.5,6.0,0,0.0,,0.0,SPECIALIST_VS_PACE
5574750c,JC Archer,99,168.69,18.56,9.0,0,0.0,,0.0,SPECIALIST_VS_PACE
99b75528,JC Buttler,1143,153.28,47.35,37.0,590,137.46,50.69,16.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN, SPECIALIST_VS_LEFT_ARM_WRIST_SPIN, SPECIALIST_VS_OFF_SPIN"
1e66c162,JD Unadkat,67,128.36,21.5,4.0,0,0.0,,0.0,
86dc8f2e,JH Kallis,113,115.93,43.67,3.0,0,0.0,,0.0,
462411b3,JJ Bumrah,36,88.89,32.0,1.0,0,0.0,,0.0,VULNERABLE_VS_PACE
d1c36f5c,JJ Roy,188,126.06,29.62,8.0,78,139.74,27.25,4.0,"SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN, SPECIALIST_VS_LEG_SPIN"
abb83e27,JM Bairstow,476,144.33,32.71,21.0,255,132.94,26.08,13.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN, SPECIALIST_VS_OFF_SPIN"
800d2d97,JM Sharma,279,160.22,34.38,13.0,160,140.62,17.31,13.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEG_SPIN"
0f721006,JO Holder,87,140.23,15.25,8.0,0,0.0,,0.0,SPECIALIST_VS_PACE
2e8994e7,JP Duminy,137,145.99,40.0,5.0,94,139.36,65.5,2.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEG_SPIN, SPECIALIST_VS_OFF_SPIN"
808f425a,JP Faulkner,71,170.42,15.12,8.0,32,75.0,24.0,1.0,"SPECIALIST_VS_PACE, VULNERABLE_VS_SPIN, VULNERABLE_VS_LEFT_ARM_SPIN"
989889ff,JP Inglis,103,168.93,43.5,4.0,39,148.72,29.0,2.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN"
39086549,JR Philippe,31,87.1,13.5,2.0,0,0.0,,0.0,VULNERABLE_VS_PACE
90de905a,K Gowtham,56,150.0,12.0,7.0,0,0.0,,0.0,SPECIALIST_VS_PACE
e62dd25d,K Rabada,84,120.24,12.62,8.0,0,0.0,,0.0,
a757b0d8,KA Pollard,471,158.81,35.62,21.0,266,133.08,23.6,15.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN"
6b71e6cf,KC Sangakkara,63,98.41,31.0,2.0,0,0.0,,0.0,VULNERABLE_VS_PACE
c03f1114,KD Karthik,699,157.65,29.78,37.0,396,123.48,25.74,19.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_LEFT_ARM_SPIN"
5b8c830e,KH Pandya,431,135.96,19.53,30.0,265,105.66,21.54,13.0,"SPECIALIST_VS_PACE, VULNERABLE_VS_LEFT_ARM_WRIST_SPIN, VULNERABLE_VS_OFF_SPIN"
944533a5,KK Nair,270,138.15,26.64,14.0,196,115.82,20.64,11.0,"SPECIALIST_VS_PACE, VULNERABLE_VS_OFF_SPIN"
b17e2f24,KL Rahul,1529,143.75,53.61,41.0,818,121.64,62.19,16.0,"SPECIALIST_VS_PACE, SPECIALIST_VS_LEFT_ARM_WRIST_SPIN"
99d63244,KM Jadhav,189,106.88,18.36,11.0,127,115.75,24.5,6.0,
39f01cdb,KP Pietersen,37,108.11,,0.0,33,145.45,48.0,1.0,"SPECIALIST_VS_SPIN, SPECIALIST_VS_LEFT_ARM_SPIN"
73c18486,KR Mayers,126,143.65,60.33,3.0,0,0.0,,0.0,SPECIALIST_VS_PACE
44a89551,KS Bharat,65,103.08,33.5,2.0,0,0.0,,0.0,VULNERABLE_VS_PACE
