bowler_id,bowler_name,powerplay_overs,powerplay_economy,powerplay_wickets,middle_overs,middle_economy,middle_wickets,death_overs,death_economy,death_wickets,phase_tags
271f83cd,SA Yadav,1.0,8.0,0.0,0.0,,0.0,0.0,,0.0,
0604ef16,SB Bangar,3.0,4.33,2.0,18.0,8.39,3.0,4.0,14.25,1.0,
c8179c68,SB Jakati,16.0,8.69,1.0,143.0,7.87,38.0,21.8,9.57,11.0,
670709ec,SB Joshi,0.0,,0.0,8.0,8.63,0.0,1.2,11.14,1.0,
57efa3be,SB Styris,7.0,6.43,1.0,18.0,6.56,1.0,11.0,10.45,7.0,
dddca1d6,SB Wagh,15.0,8.0,4.0,0.0,,0.0,2.0,13.5,1.0,
725529bc,SC Ganguly,3.0,10.67,0.0,41.0,7.44,12.0,2.0,16.5,0.0,
fef92afc,SC Kuggeleijn,1.0,11.0,0.0,3.0,9.0,0.0,4.0,8.25,2.0,
facb9086,SD Chitnis,1.0,13.0,0.0,4.0,10.0,1.0,1.0,9.0,1.0,
4f629497,SE Bond,15.0,6.33,4.0,7.0,6.14,3.0,9.0,9.67,2.0,
d014d5ac,SE Rutherford,0.0,,0.0,6.0,9.67,1.0,0.8,2.4,0.0,
83c3e8e3,SH Johnson,14.0,10.21,1.0,6.0,12.83,1.0,7.3,9.41,3.0,
2049f3a0,SJ Srivastava,22.0,9.59,5.0,16.0,9.06,4.0,9.0,9.78,6.0,
1dc12ab9,SK Raina,11.0,7.55,2.0,118.8,7.27,20.0,21.5,8.93,8.0,
3d7e087f,SK Trivedi,21.0,9.43,7.0,179.0,7.16,41.0,51.0,9.12,25.0,
bb18be76,SK Warne,6.0,9.83,1.0,157.0,6.87,41.0,36.0,9.08,18.0,MIDDLE_OVERS_BEAST
a12e1d51,SL Malinga,185.2,6.53,40.0,100.0,7.5,26.0,186.2,8.2,122.0,"PP_BEAST, DEATH_BEAST"
d167edd3,SM Boland,3.0,7.33,1.0,1.0,10.0,0.0,3.0,8.0,2.0,
e94915e6,SM Curran,95.0,8.38,12.0,49.0,10.53,15.0,64.8,11.52,36.0,DEATH_LIABILITY
63bff7f9,SM Harwood,3.0,2.33,1.0,3.0,7.0,1.0,4.0,11.5,1.0,
88fccd6c,SM Pollock,34.0,6.26,9.0,11.0,7.82,4.0,1.0,8.0,0.0,PP_BEAST
4c4fa80b,SMSM Senanayake,21.0,5.29,4.0,7.0,9.43,3.0,4.0,8.5,2.0,
f088b960,SN Khan,0.0,,0.0,0.0,,0.0,0.3,18.0,0.0,
1abb78f8,SN Thakur,116.7,9.38,28.0,109.5,8.3,31.0,118.8,10.78,56.0,DEATH_LIABILITY
9d430b40,SP Narine,153.0,6.93,28.0,396.0,6.68,99.0,175.2,7.5,85.0,"PP_BEAST, MIDDLE_OVERS_BEAST, DEATH_BEAST"
30a45b23,SPD Smith,0.0,,0.0,0.0,,0.0,0.3,15.0,0.0,
d2c2b2d5,SR Tendulkar,0.0,,0.0,5.0,8.0,0.0,1.0,19.0,0.0,
4329fbb5,SR Watson,139.0,7.3,35.0,103.0,7.44,17.0,96.2,9.99,55.0,
b51f72a5,SS Agarwal,1.0,11.0,0.0,3.0,10.33,1.0,0.0,,0.0,
a1d053dd,SS Cottrell,14.0,7.71,4.0,3.0,7.0,0.0,3.0,16.0,2.0,
85ec8e33,SS Iyer,0.0,,0.0,0.0,,0.0,1.0,7.0,0.0,
0af3426f,SS Mundhe,1.0,6.0,1.0,0.0,,0.0,0.0,,0.0,
caa89a48,SS Sarkar,1.0,15.0,0.0,1.0,6.0,0.0,2.2,6.0,1.0,
8361e524,SSB Magala,2.0,14.0,0.0,2.0,7.0,0.0,2.0,5.0,1.0,
f233bbb4,ST Jayasuriya,1.0,10.0,0.0,38.0,7.87,12.0,10.0,8.7,4.0,
bd17b45f,STR Binny,26.0,7.46,8.0,63.0,7.49,17.0,10.0,9.7,3.0,
addfb70e,SW Tait,38.0,8.0,7.0,15.8,9.35,4.0,25.0,8.64,15.0,
9d704f6f,SZ Mulani,1.0,12.0,0.0,3.0,8.0,0.0,1.0,21.0,0.0,
dc9dd038,Sachin Baby,0.0,,0.0,1.0,4.0,1.0,0.7,6.0,2.0,
ce820073,Sandeep Sharma,281.0,7.1,66.0,102.0,8.17,27.0,123.8,10.45,70.0,
f9e6e7ef,Shahbaz Ahmed,25.0,9.84,2.0,66.5,9.83,15.0,6.5,8.15,5.0,MIDDLE_OVERS_LIABILITY
0dc00542,Shahid Afridi,4.0,6.5,1.0,20.0,7.6,6.0,6.0,9.83,2.0,
7dc35884,Shakib Al Hasan,75.0,7.61,19.0,140.0,7.01,38.0,32.3,9.65,14.0,
26989d80,Shashank Singh,0.0,,0.0,4.0,9.0,1.0,1.0,16.0,0.0,
c38d3503,Shivam Mavi,50.0,8.42,9.0,27.0,6.85,9.0,31.2,11.29,15.0,DEATH_LIABILITY
6f49cc6e,Shivam Sharma,0.0,,0.0,15.0,8.47,4.0,4.0,9.5,0.0,
8a668774,Shoaib Ahmed,3.0,12.33,1.0,11.0,6.82,4.0,3.0,14.0,0.0,
10a91f35,Shoaib Akhtar,7.0,7.71,5.0,0.0,,0.0,0.0,,0.0,
64c34cd0,Shoaib Malik,0.0,,0.0,6.0,10.33,1.0,2.5,10.0,1.0,
26d041c4,Sikandar Raza,2.0,14.0,0.0,12.2,9.7,3.0,0.0,,0.0,
30df8c66,Simarjeet Singh,21.0,10.24,5.0,13.0,10.15,5.0,6.0,10.67,2.0,
64d43928,Sohail Tanvir,22.0,6.59,6.0,2.0,4.0,0.0,17.2,7.11,18.0,
8998a68f,Sumit Kumar,0.0,,0.0,3.0,10.0,0.0,0.3,24.0,0.0,
ee3dfa89,Sunny Gupta,1.0,12.0,0.0,2.0,17.5,0.0,0.0,,0.0,
970ddd24,Suryansh Shedge,0.0,,0.0,2.0,7.0,0.0,1.0,26.0,0.0,
9440ef41,Suyash Sharma,3.0,7.33,3.0,78.0,8.78,15.0,12.0,10.67,2.0,MIDDLE_OVERS_LIABILITY
983f2f61,Swapnil Singh,7.0,8.86,5.0,20.0,8.95,2.0,0.0,,0.0,
0a4ebc61,T Henderson,0.0,,0.0,3.0,4.33,1.0,3.0,9.33,0.0,
ce794613,T Natarajan,63.0,8.49,17.0,71.2,7.97,12.0,92.8,10.25,48.0,
a03bba42,T Shamsi,0.0,,0.0,17.0,8.41,2.0,3.0,14.0,1.0,
85b3fab2,T Stubbs,0.0,,0.0,5.0,12.8,4.0,1.0,5.0,0.0,
b2ae53f5,T Thushara,10.0,6.0,3.0,5.0,4.8,1.0,7.5,10.67,6.0,
a818c1be,TA Boult,268.0,7.33,73.0,59.0,9.12,17.0,120.2,10.72,61.0,"MIDDLE_OVERS_LIABILITY, DEATH_LIABILITY"
13c35c9e,TG Southee,106.0,8.14,21.0,37.0,7.81,11.0,58.0,10.72,25.0,DEATH_LIABILITY
e86754b2,TK Curran,7.0,9.57,1.0,14.2,9.32,5.0,18.5,12.59,7.0,
aaa1b522,TL Suman,1.0,6.0,0.0,20.0,7.2,5.0,4.0,12.0,2.0,
5bdcdb72,TM Dilshan,7.0,8.86,0.0,34.0,8.09,4.0,4.2,7.44,1.0,
12b610c2,TM Head,0.0,,0.0,6.7,12.9,0.0,3.0,9.0,3.0,
2f3817ce,TP Sudhindra,4.0,10.0,0.0,4.0,11.75,1.0,3.7,13.64,0.0,
245c97cb,TS Mills,12.0,8.83,6.0,12.0,11.08,1.0,10.8,10.15,4.0,
46a9bea1,TU Deshpande,79.0,8.89,18.0,30.0,9.97,7.0,52.0,11.85,30.0,DEATH_LIABILITY
c28e9f12,Tejas Baroka,1.0,8.0,0.0,2.0,8.0,0.0,0.5,18.0,0.0,
b0482a1d,Tilak Varma,1.0,7.0,0.0,2.0,6.5,0.0,0.7,12.0,0.0,
cc1e8c68,UT Yadav,241.0,7.93,61.0,145.5,8.27,37.0,122.0,10.75,65.0,DEATH_LIABILITY
16dfcc19,Umar Gul,6.0,7.0,5.0,9.0,7.56,4.0,7.5,11.73,5.0,
81c08fa3,Umran Malik,5.0,19.0,0.0,65.2,8.64,24.0,12.2,10.44,7.0,MIDDLE_OVERS_LIABILITY
d4d929b0,V Kaverappa,3.0,6.67,2.0,1.0,16.0,0.0,0.0,,0.0,
ba607b88,V Kohli,0.0,,0.0,37.5,8.4,4.0,4.3,12.92,1.0,
5ffc0565,V Nigam,8.0,9.5,5.0,25.0,9.92,5.0,6.0,6.17,2.0,
d718440b,V Pratap Singh,16.0,8.75,3.0,11.0,8.09,3.0,7.0,10.14,6.0,
1e030637,V Puthur,0.0,,0.0,10.0,8.5,6.0,2.0,12.0,0.0,
8ba8195d,V Sehwag,2.0,23.5,0.0,17.0,8.18,4.0,3.7,13.64,2.0,
0994d0ae,V Shankar,1.3,10.5,0.0,30.8,8.56,9.0,7.5,8.8,3.0,
03a83c50,V Viyaskanth,0.0,,0.0,10.0,9.0,1.0,0.0,,0.0,
7c3b3b78,VG Arora,71.2,8.85,18.0,13.0,11.77,5.0,22.3,11.01,16.0,
0a3d54b9,VR Aaron,64.0,8.89,15.0,67.0,8.24,15.0,34.7,11.71,16.0,DEATH_LIABILITY
a24be938,VR Iyer,0.0,,0.0,8.0,11.25,1.0,5.5,10.0,2.0,
034b4b7d,VRV Singh,13.0,10.46,1.0,29.0,8.62,4.0,18.0,9.06,11.0,
5f26df4f,VS Malik,21.0,7.48,4.0,12.0,8.25,2.0,1.2,10.29,0.0,
38f2c66c,VS Yeligati,1.0,13.0,0.0,3.0,11.67,0.0,1.0,13.0,0.0,
93a17209,VY Mahesh,13.0,11.46,4.0,33.0,8.52,7.0,10.5,7.71,11.0,
54e52590,Vijaykumar Vyshak,7.0,9.43,2.0,35.0,9.6,11.0,13.5,12.96,8.0,
1b7b0fa7,Vivrant Sharma,0.0,,0.0,3.0,12.33,0.0,0.0,,0.0,
cb9b8664,W O'Rourke,4.0,13.0,2.0,4.0,12.5,2.0,2.3,12.86,2.0,
3dba85c2,WA Mota,0.0,,0.0,8.0,6.25,3.0,4.0,12.0,1.0,
3a60e0b5,WD Parnell,62.0,7.9,16.0,20.0,7.05,3.0,38.5,8.75,21.0,
9caf69a1,WG Jacks,6.0,10.0,2.0,16.0,9.31,6.0,1.0,12.0,0.0,
bcce309e,WPUJC Vaas,33.0,6.39,17.0,6.0,9.5,1.0,8.0,12.0,4.0,PP_BEAST
f19ccfad,Washington Sundar,64.0,8.55,14.0,109.0,7.09,22.0,13.5,9.41,5.0,
3b53243a,XC Bartlett,8.0,9.0,2.0,2.0,12.0,0.0,0.0,,0.0,
bae11797,Y Gnaneswara Rao,0.0,,0.0,1.0,7.0,0.0,0.0,,0.0,
662c47a6,Y Nagar,1.0,10.0,0.0,10.0,11.5,4.0,0.0,,0.0,
cfa4bd2b,Y Prithvi Raj,2.0,16.5,0.0,3.0,8.0,1.0,0.0,,0.0,
fe763256,Y Venugopal Rao,7.0,9.57,1.0,25.0,8.72,5.0,4.0,13.25,1.0,
4353bba5,YA Abdulla,14.0,7.36,7.0,11.0,8.36,2.0,9.8,11.8,6.0,
6c19c6e5,YBK Jaiswal,0.0,,0.0,0.0,,0.0,0.2,36.0,0.0,
3c6ffae8,YK Pathan,59.0,6.81,15.0,119.0,7.68,27.0,13.2,9.65,4.0,PP_BEAST
57ee1fde,YS Chahal,67.3,7.99,19.0,457.3,7.77,141.0,107.2,9.51,69.0,
7210d461,Yash Dayal,73.0,9.6,17.0,34.2,8.46,9.0,38.2,11.06,19.0,"PP_LIABILITY, DEATH_LIABILITY"
4b31f3a3,Yash Thakur,18.0,10.22,7.0,25.7,9.82,5.0,30.2,11.47,16.0,DEATH_LIABILITY
4885bbe6,Yudhvir Singh,14.2,10.45,6.0,6.0,12.17,1.0,3.0,12.0,1.0,
1c914163,Yuvraj Singh,0.0,,0.0,126.0,7.4,33.0,18.8,8.39,6.0,
91a4a398,Z Khan,215.3,6.93,58.0,50.2,8.41,15.0,101.2,9.35,46.0,PP_BEAST
36619795,Zeeshan Ansari,0.0,,0.0,30.0,9.47,8.0,3.8,13.04,0.0,
