batter_id,batter_name,innings_count,mean_entry_ball,median_entry_ball,mode_entry_ball,mean_entry_over,median_entry_over,mode_entry_over,position_category,min_entry_ball,max_entry_ball
3d7e087f,SK Trivedi,14,109.7,110.5,102,18.29,18.42,17.0,LOWER_ORDER,94,124
3d8feaf8,MR Marsh,49,33.1,12.0,0,5.52,2.0,0.0,TOP_ORDER,1,114
3dba85c2,WA Mota,8,85.4,85.0,54,14.23,14.17,9.0,LOWER_ORDER,56,126
3eac9d95,JDP Oram,11,85.5,79.0,78,14.26,13.17,13.0,LOWER_ORDER,61,124
3edb58fc,AD Mascarenhas,11,83.9,88.0,78,13.98,14.67,13.0,LOWER_ORDER,29,114
3fb19989,MA Starc,21,106.4,110.0,120,17.73,18.33,20.0,LOWER_ORDER,58,132
3fca55af,S Sohal,20,17.0,1.0,0,2.83,0.17,0.0,OPENER,1,113
4125d931,J Suchith,9,104.7,116.0,114,17.44,19.33,19.0,LOWER_ORDER,71,129
41eb4a4f,R Vinay Kumar,42,106.5,107.5,120,17.74,17.92,20.0,LOWER_ORDER,69,130
4329fbb5,SR Watson,141,25.7,10.0,0,4.29,1.67,0.0,TOP_ORDER,1,127
44a89551,KS Bharat,8,17.0,12.0,12,2.83,2.0,2.0,TOP_ORDER,1,35
45a43fe2,RD Gaikwad,70,4.4,1.0,0,0.73,0.17,0.0,OPENER,1,55
45eda7c8,CA Lynn,42,7.4,1.5,0,1.23,0.25,0.0,OPENER,1,96
462411b3,JJ Bumrah,27,117.6,120.0,120,19.6,20.0,20.0,LOWER_ORDER,87,128
46a9bea1,TU Deshpande,8,117.5,119.0,114,19.58,19.83,19.0,LOWER_ORDER,103,130
470f446b,V Suryavanshi,7,4.1,4.0,0,0.69,0.67,0.0,OPENER,2,7
48a1d7b7,SO Hetmyer,78,82.4,90.0,90,13.73,15.0,15.0,LOWER_ORDER,3,122
48fd7349,MEK Hussey,58,7.4,1.0,0,1.23,0.17,0.0,OPENER,1,95
495d42a5,R Ashwin,93,90.4,104.0,114,15.07,17.33,19.0,LOWER_ORDER,2,127
4a8a2e3b,MS Dhoni,241,77.7,79.0,90,12.94,13.17,15.0,LOWER_ORDER,12,125
4ae1755b,HC Brook,11,32.6,6.0,0,5.44,1.0,0.0,OPENER,1,120
4b57e452,M Vijay,105,5.3,1.0,0,0.89,0.17,0.0,OPENER,1,116
4ba44e19,M Muralitharan,9,113.9,115.0,120,18.98,19.17,20.0,LOWER_ORDER,99,125
4c5d73db,CR Woakes,12,105.5,111.0,108,17.58,18.5,18.0,LOWER_ORDER,73,125
4d6d6280,Salman Butt,7,1.0,1.0,0,0.17,0.17,0.0,OPENER,1,1
4e04666c,YV Takawale,10,26.6,4.5,0,4.43,0.75,0.0,OPENER,1,117
4ec07775,RN ten Doeschate,21,84.0,93.0,90,13.99,15.5,15.0,LOWER_ORDER,33,118
5056011d,GJ Bailey,36,59.2,64.0,0,9.87,10.67,0.0,LOWER_ORDER,1,121
508a1ea7,SE Marsh,69,14.2,9.0,0,2.36,1.5,0.0,TOP_ORDER,1,77
50c6bc2b,LS Livingstone,47,49.2,48.0,48,8.2,8.0,8.0,MIDDLE_ORDER,1,117
51a3c5ef,MJ McClenaghan,20,103.9,113.0,120,17.32,18.83,20.0,LOWER_ORDER,16,126
53f27a35,BB Samantray,8,77.5,89.5,18,12.92,14.92,3.0,LOWER_ORDER,19,121
541f85c9,SP Goswami,21,26.2,7.0,0,4.37,1.17,0.0,TOP_ORDER,1,119
5451a2c1,B Chipli,21,54.7,61.0,0,9.11,10.17,0.0,LOWER_ORDER,1,115
557153ca,KK Cooper,12,95.2,100.5,90,15.86,16.75,15.0,LOWER_ORDER,34,125
5574750c,JC Archer,30,101.8,108.0,114,16.96,18.0,19.0,LOWER_ORDER,7,129
56ab442f,NM Coulter-Nile,16,105.6,105.0,96,17.59,17.5,16.0,LOWER_ORDER,79,127
57ee1fde,YS Chahal,17,107.2,111.0,120,17.87,18.5,20.0,LOWER_ORDER,61,125
57efa3be,SB Styris,10,66.0,55.0,48,11.0,9.17,8.0,MIDDLE_ORDER,15,118
5afd4539,MS Bisla,39,8.8,1.0,0,1.47,0.17,0.0,OPENER,1,101
5b040b81,A Singh,5,108.0,108.0,102,18.0,18.0,17.0,LOWER_ORDER,91,121
5b7ab5a9,CV Varun,11,115.0,119.0,126,19.17,19.83,21.0,LOWER_ORDER,90,132
5b8c830e,KH Pandya,114,76.8,79.5,66,12.81,13.25,11.0,LOWER_ORDER,3,127
5bb1a1c4,I Sharma,21,111.7,119.0,120,18.61,19.83,20.0,LOWER_ORDER,84,130
5bb5a915,M Morkel,20,111.0,112.0,108,18.49,18.67,18.0,LOWER_ORDER,85,131
5bdcdb72,TM Dilshan,50,19.7,8.0,0,3.28,1.33,0.0,TOP_ORDER,1,113
5d096f3d,RR Powar,9,108.8,110.0,102,18.13,18.33,17.0,LOWER_ORDER,84,122
5d2eea49,Kartik Tyagi,6,112.2,112.5,108,18.69,18.75,18.0,LOWER_ORDER,98,121
5d9a1a73,R Sharma,19,111.5,113.0,102,18.59,18.83,17.0,LOWER_ORDER,94,124
5f4e9e8f,RR Raje,5,118.6,120.0,120,19.77,20.0,20.0,LOWER_ORDER,105,125
5f547c8b,Rashid Khan,66,108.9,110.0,120,18.16,18.33,20.0,LOWER_ORDER,59,128
5fa06777,IK Pathan,82,80.4,81.0,108,13.4,13.5,18.0,LOWER_ORDER,2,130
5ffc0565,V Nigam,8,84.0,93.0,78,14.0,15.5,13.0,LOWER_ORDER,27,121
60500956,RV Patel,7,87.0,92.0,108,14.5,15.33,18.0,LOWER_ORDER,56,111
605b7efa,MC Juneja,7,36.1,37.0,36,6.02,6.17,6.0,MIDDLE_ORDER,12,71
619aa81f,W Jaffer,8,4.6,3.0,0,0.77,0.5,0.0,OPENER,1,11
626c5379,R Sathish,24,84.5,87.5,96,14.08,14.58,16.0,LOWER_ORDER,1,120
62af8546,Mohammad Nabi,19,90.5,100.0,120,15.09,16.67,20.0,LOWER_ORDER,21,125
64c34cd0,Shoaib Malik,5,67.6,73.0,12,11.27,12.17,2.0,LOWER_ORDER,17,116
64d43928,Sohail Tanvir,5,76.2,88.0,120,12.7,14.67,20.0,LOWER_ORDER,15,123
650d5e49,R Powell,23,80.7,82.0,60,13.45,13.67,10.0,LOWER_ORDER,46,114
662c47a6,Y Nagar,20,86.5,91.0,72,14.42,15.17,12.0,LOWER_ORDER,34,127
663b5e34,PN Mankad,5,30.6,16.0,12,5.1,2.67,2.0,TOP_ORDER,6,95
66b30f71,AB Dinda,16,110.1,114.0,114,18.35,19.0,19.0,LOWER_ORDER,89,123
66cf56a5,A Mithun,6,98.8,108.0,108,16.47,18.0,18.0,LOWER_ORDER,64,118
68c56d09,KA Jamieson,9,97.8,105.0,102,16.3,17.5,17.0,LOWER_ORDER,62,124
69be866a,Anureet Singh,8,102.1,113.5,120,17.02,18.92,20.0,LOWER_ORDER,53,122
6a26221c,AK Markram,55,35.8,32.0,0,5.96,5.33,0.0,MIDDLE_ORDER,1,112
6aed7e79,PV Tambe,6,109.2,113.5,114,18.19,18.92,19.0,LOWER_ORDER,81,123
6afb26d6,MD Mishra,17,22.6,7.0,0,3.76,1.17,0.0,TOP_ORDER,1,85
6b19d823,A Mishra,55,99.5,108.0,114,16.58,18.0,19.0,LOWER_ORDER,32,124
6b2ff18f,SB Dubey,11,89.1,92.0,78,14.85,15.33,13.0,LOWER_ORDER,33,120
6b71e6cf,KC Sangakkara,68,28.4,25.0,36,4.73,4.17,6.0,MIDDLE_ORDER,1,120
6b8eb6e5,S Sreesanth,12,112.1,113.0,114,18.68,18.83,19.0,LOWER_ORDER,100,120
6c19c6e5,YBK Jaiswal,66,1.7,1.0,0,0.28,0.17,0.0,OPENER,1,11
6c6591ab,PP Ojha,19,115.0,118.0,120,19.17,19.67,20.0,LOWER_ORDER,90,125
6c882e9a,PBB Rajapaksa,13,28.8,25.0,12,4.79,4.17,2.0,MIDDLE_ORDER,3,62
6eb146d2,Gurkeerat Singh,32,71.1,74.5,72,11.85,12.42,12.0,LOWER_ORDER,15,122
7050a1e7,DB Das,22,73.5,85.0,102,12.24,14.17,17.0,LOWER_ORDER,6,122
709b0bac,SS Tiwary,73,61.1,61.0,36,10.19,10.17,6.0,LOWER_ORDER,1,126
70d205c9,AT Rayudu,185,49.0,46.0,6,8.16,7.67,1.0,MIDDLE_ORDER,1,122
710dd98c,MN van Wyk,5,36.4,15.0,54,6.07,2.5,9.0,TOP_ORDER,1,101
725529bc,SC Ganguly,56,16.3,5.0,0,2.72,0.83,0.0,OPENER,1,74
72861603,GC Smith,29,2.7,1.0,0,0.45,0.17,0.0,OPENER,1,9
73ad96ed,DJ Hooda,101,66.9,66.0,96,11.16,11.0,16.0,LOWER_ORDER,1,128
73c18486,KR Mayers,13,2.6,2.0,0,0.44,0.33,0.0,OPENER,1,7
740742ef,RG Sharma,266,26.5,14.5,0,4.42,2.42,0.0,TOP_ORDER,1,117
75224f22,KMA Paul,5,104.6,100.0,96,17.43,16.67,16.0,LOWER_ORDER,94,118
752f7486,Ishan Kishan,112,24.7,7.0,0,4.11,1.17,0.0,TOP_ORDER,1,125
756389bd,S Vidyut,8,17.5,2.5,0,2.92,0.42,0.0,OPENER,1,98
759ac88f,MM Sharma,30,106.2,112.0,114,17.71,18.67,19.0,LOWER_ORDER,60,128
76388dc8,S Badree,5,85.0,86.0,84,14.17,14.33,14.0,LOWER_ORDER,46,114
77255a9e,RA Tripathi,98,28.2,17.0,0,4.69,2.83,0.0,TOP_ORDER,1,119
77b1aa15,Harshit Rana,10,105.8,115.5,120,17.63,19.25,20.0,LOWER_ORDER,72,131
7a8bd078,S Gopal,22,97.0,100.0,120,16.16,16.67,20.0,LOWER_ORDER,28,125
7bf96684,OA Shah,22,74.9,75.0,30,12.48,12.5,5.0,LOWER_ORDER,11,121
7c3b3b78,VG Arora,9,114.0,118.0,108,19.0,19.67,18.0,LOWER_ORDER,79,132
7c503806,J Botha,28,74.5,82.0,96,12.41,13.67,16.0,LOWER_ORDER,3,121
7c7d63a2,AJ Tye,13,99.6,103.0,108,16.6,17.17,18.0,LOWER_ORDER,76,117
7ca5e05d,RS Bopara,22,35.5,1.0,0,5.91,0.17,0.0,OPENER,1,103
7d415ea5,RT Ponting,9,8.3,2.0,0,1.39,0.33,0.0,OPENER,1,35
7d92277a,Mujeeb Ur Rahman,6,110.5,117.5,114,18.42,19.58,19.0,LOWER_ORDER,78,123
7daedf2f,KB Arun Karthik,8,88.2,90.5,114,14.71,15.08,19.0,LOWER_ORDER,49,115
7dc35884,Shakib Al Hasan,52,76.8,78.5,54,12.8,13.08,9.0,LOWER_ORDER,19,124
7dcb9bc9,M Shahrukh Khan,48,85.2,92.0,114,14.2,15.33,19.0,LOWER_ORDER,20,128
7eae4418,Misbah-ul-Haq,8,45.1,44.0,78,7.52,7.33,13.0,MIDDLE_ORDER,8,80
7f048519,DJ Willey,5,74.6,75.0,18,12.43,12.5,3.0,LOWER_ORDER,18,124
800d2d97,JM Sharma,47,69.7,72.0,60,11.61,12.0,10.0,LOWER_ORDER,12,116
808f425a,JP Faulkner,45,93.9,99.0,96,15.65,16.5,16.0,LOWER_ORDER,7,123
81c08fa3,Umran Malik,5,115.6,113.0,120,19.27,18.83,20.0,LOWER_ORDER,103,125
81c36ee9,M Jansen,20,100.4,106.5,102,16.72,17.75,17.0,LOWER_ORDER,42,124
8291f939,AL Menaria,23,62.9,51.0,48,10.49,8.5,8.0,MIDDLE_ORDER,32,117
83c3e8e3,SH Johnson,5,111.4,111.0,108,18.57,18.5,18.0,LOWER_ORDER,92,124
844e79d1,D Brevis,16,34.9,34.5,18,5.81,5.75,3.0,MIDDLE_ORDER,3,99
84d9c311,Ashutosh Sharma,18,86.5,93.5,96,14.42,15.58,16.0,LOWER_ORDER,43,120
855a210c,AP Tare,27,34.6,7.0,0,5.76,1.17,0.0,TOP_ORDER,1,122
85aae393,Iqbal Abdulla,13,106.0,117.0,120,17.67,19.5,20.0,LOWER_ORDER,62,126
85b3fab2,T Stubbs,30,72.3,76.5,78,12.05,12.75,13.0,LOWER_ORDER,29,106
85e0cf10,M Prasidh Krishna,7,110.9,107.0,120,18.48,17.83,20.0,LOWER_ORDER,100,123
85ec8e33,SS Iyer,131,27.1,20.0,0,4.52,3.33,0.0,TOP_ORDER,2,104
864c199e,AC Voges,7,64.7,76.0,84,10.79,12.67,14.0,LOWER_ORDER,23,86
86dc8f2e,JH Kallis,95,14.5,4.0,0,2.42,0.67,0.0,OPENER,1,106
871e9faf,Basil Thampi,7,112.0,111.0,102,18.67,18.5,17.0,LOWER_ORDER,86,128
872b03f7,A Badoni,46,70.6,70.5,66,11.76,11.75,11.0,LOWER_ORDER,8,120
87e562a9,DJ Bravo,110,82.9,91.5,120,13.82,15.25,20.0,LOWER_ORDER,1,130
88fccd6c,SM Pollock,8,79.2,92.0,102,13.21,15.33,17.0,LOWER_ORDER,36,107
890946a0,NV Ojha,94,50.5,43.5,0,8.42,7.25,0.0,MIDDLE_ORDER,1,126
896d78ad,AD Mathews,41,78.8,82.0,78,13.13,13.67,13.0,LOWER_ORDER,26,129
89f64c19,LMP Simmons,29,1.2,1.0,0,0.21,0.17,0.0,OPENER,1,5
8abdf100,CJ Anderson,29,57.7,61.0,72,9.62,10.17,12.0,LOWER_ORDER,5,117
8b3e9c7c,PP Shaw,79,1.3,1.0,0,0.21,0.17,0.0,OPENER,1,10
8b5b6769,Harbhajan Singh,88,99.4,108.0,108,16.57,18.0,18.0,LOWER_ORDER,8,128
8ba8195d,V Sehwag,104,5.3,3.0,0,0.88,0.5,0.0,OPENER,1,66
8cf9814c,Mohammed Shami,27,109.3,117.0,120,18.22,19.5,20.0,LOWER_ORDER,59,127
8d2c70ad,Kuldeep Yadav,37,110.1,117.0,114,18.36,19.5,19.0,LOWER_ORDER,66,129
8e514b4c,Abdul Samad,51,88.6,91.0,90,14.77,15.17,15.0,LOWER_ORDER,39,127
8f6dd463,Azmatullah Omarzai,9,75.1,73.0,72,12.52,12.17,12.0,LOWER_ORDER,42,112
8fd1a8f5,DW Steyn,33,110.9,115.0,120,18.48,19.17,20.0,LOWER_ORDER,83,125
90de905a,K Gowtham,27,91.1,104.0,108,15.19,17.33,18.0,LOWER_ORDER,2,125
90edaaa9,S Rana,8,79.9,95.0,108,13.31,15.83,18.0,LOWER_ORDER,15,112
919a3be2,RR Pant,123,49.1,47.0,24,8.19,7.83,4.0,MIDDLE_ORDER,1,120
91a4a398,Z Khan,27,104.1,113.0,114,17.36,18.83,19.0,LOWER_ORDER,17,123
91ffa6c6,JD Ryder,29,2.6,1.0,0,0.43,0.17,0.0,OPENER,1,14
9219eff0,JDS Neesham,10,89.4,85.5,84,14.9,14.25,14.0,LOWER_ORDER,58,122
92aeac25,AD Hales,6,1.8,1.0,0,0.31,0.17,0.0,OPENER,1,5
9385de2e,SS Prabhudessai,10,63.0,68.5,102,10.5,11.42,17.0,LOWER_ORDER,16,104
93a17209,VY Mahesh,5,105.2,107.0,114,17.53,17.83,19.0,LOWER_ORDER,85,121
93b4fc78,MK Pandey,161,32.9,26.0,0,5.48,4.33,0.0,MIDDLE_ORDER,1,120
9418198b,P Simran Singh,52,9.5,3.0,0,1.58,0.5,0.0,OPENER,1,105
94253925,GH Vihari,23,53.7,48.0,48,8.94,8.0,8.0,MIDDLE_ORDER,4,122
944533a5,KK Nair,76,33.0,26.5,0,5.5,4.42,0.0,MIDDLE_ORDER,1,111
94d7f855,C de Grandhomme,21,78.2,73.0,108,13.03,12.17,18.0,LOWER_ORDER,3,120
957532de,S Aravind,10,98.8,103.5,102,16.47,17.25,17.0,LOWER_ORDER,56,125
95a2ea61,S Anirudha,12,71.9,94.5,0,11.99,15.75,0.0,LOWER_ORDER,1,123
96fd40ae,A Nehra,17,116.8,119.0,120,19.46,19.83,20.0,LOWER_ORDER,94,127
983f2f61,Swapnil Singh,9,105.2,114.0,114,17.54,19.0,19.0,LOWER_ORDER,60,126
989889ff,JP Inglis,11,37.5,24.0,24,6.24,4.0,4.0,TOP_ORDER,6,115
98ae73b1,PP Chawla,86,100.1,107.0,108,16.69,17.83,18.0,LOWER_ORDER,20,126
99b75528,JC Buttler,119,20.6,7.0,0,3.43,1.17,0.0,TOP_ORDER,1,106
99d63244,KM Jadhav,81,72.1,79.0,90,12.02,13.17,15.0,LOWER_ORDER,10,126
9a158001,Azhar Mahmood,21,67.0,73.0,90,11.17,12.17,15.0,LOWER_ORDER,4,107
9a46c4e5,GD Phillips,8,77.9,88.0,96,12.98,14.67,16.0,LOWER_ORDER,23,117
9ab63e7b,Mohammad Hafeez,8,44.4,39.0,0,7.4,6.5,0.0,MIDDLE_ORDER,1,109
9b4935c8,CJ Ferguson,8,56.0,58.5,12,9.33,9.75,2.0,MIDDLE_ORDER,12,101
9b6e1b3f,J Fraser-McGurk,15,3.7,1.0,0,0.61,0.17,0.0,OPENER,1,22
9caf69a1,WG Jacks,19,26.6,16.0,12,4.43,2.67,2.0,TOP_ORDER,1,123
9d430b40,SP Narine,118,42.3,7.0,0,7.05,1.17,0.0,TOP_ORDER,1,126
9d80c5e1,S Nadeem,20,104.6,110.0,120,17.44,18.33,20.0,LOWER_ORDER,75,126
9eb1455b,NT Ellis,5,97.6,96.0,114,16.27,16.0,19.0,LOWER_ORDER,82,118
9f961c14,Joginder Sharma,5,103.4,96.0,90,17.23,16.0,15.0,LOWER_ORDER,90,120
9fc0ef64,PJ Sangwan,14,108.9,107.0,102,18.15,17.83,17.0,LOWER_ORDER,71,125
a12e1d51,SL Malinga,20,111.5,111.0,120,18.58,18.5,20.0,LOWER_ORDER,90,127
a1f1829d,K Goel,16,23.9,3.0,0,3.99,0.5,0.0,OPENER,1,101
a24be938,VR Iyer,56,26.6,14.0,0,4.43,2.33,0.0,TOP_ORDER,1,133
a2870fb7,NK Patel,6,37.5,13.5,0,6.25,2.25,0.0,TOP_ORDER,1,117
a2f46292,KK Ahmed,6,114.0,114.0,108,19.0,19.0,18.0,LOWER_ORDER,108,122
a386e91b,PD Collingwood,7,40.0,36.0,24,6.67,6.0,4.0,MIDDLE_ORDER,23,69
a3b0600d,Aniket Verma,12,78.8,82.5,120,13.12,13.75,20.0,LOWER_ORDER,18,124
a45a5e8d,AM Nayar,50,68.6,78.0,84,11.43,13.0,14.0,LOWER_ORDER,1,122
a4cc73aa,SV Samson,171,28.7,23.0,0,4.79,3.83,0.0,TOP_ORDER,1,123
a4e37e47,S Dube,75,61.3,59.0,54,10.22,9.83,9.0,MIDDLE_ORDER,8,118
a757b0d8,KA Pollard,168,79.1,81.0,78,13.19,13.5,13.0,LOWER_ORDER,18,125
a818c1be,TA Boult,24,112.4,116.5,114,18.73,19.42,19.0,LOWER_ORDER,82,131
a84468fe,DJ Jacobs,7,1.1,1.0,0,0.19,0.17,0.0,OPENER,1,2
a90e53ec,MW Short,6,3.8,3.0,0,0.64,0.5,0.0,OPENER,1,10
a97c8ec2,PWH de Silva,19,96.5,105.0,114,16.08,17.5,19.0,LOWER_ORDER,48,121
a9fd84fb,M Markande,10,112.4,116.0,120,18.73,19.33,20.0,LOWER_ORDER,94,125
aa8d28ae,D Wiese,11,93.0,103.0,108,15.5,17.17,18.0,LOWER_ORDER,48,121
aaa1b522,TL Suman,39,39.8,32.0,0,6.64,5.33,0.0,MIDDLE_ORDER,1,120
aad0c365,Nithish Kumar Reddy,22,47.7,34.0,12,7.95,5.67,2.0,MIDDLE_ORDER,13,118
ab89348d,MF Maharoof,14,90.3,96.5,102,15.05,16.08,17.0,LOWER_ORDER,40,120
abb83e27,JM Bairstow,52,11.1,5.0,0,1.84,0.83,0.0,OPENER,1,129
abfeb126,M Kartik,14,102.4,106.5,96,17.06,17.75,16.0,LOWER_ORDER,54,123
acc1aeda,SP Jackson,8,75.9,83.5,90,12.65,13.92,15.0,LOWER_ORDER,11,109
acdc62f5,A Nortje,13,114.2,117.0,114,19.04,19.5,19.0,LOWER_ORDER,94,128
acee4cc4,Imran Tahir,8,102.1,103.5,102,17.02,17.25,17.0,LOWER_ORDER,85,119
ad3b6e95,Abishek Porel,29,30.2,12.0,0,5.03,2.0,0.0,TOP_ORDER,1,119
ad427b5c,Lalit Yadav,21,70.0,81.0,84,11.67,13.5,14.0,LOWER_ORDER,10,117
addbde6c,N Saini,10,26.8,15.0,0,4.47,2.5,0.0,TOP_ORDER,1,116
addfb70e,SW Tait,5,98.6,93.0,84,16.43,15.5,14.0,LOWER_ORDER,86,121
ae091d39,SA Asnodkar,19,6.5,4.0,0,1.09,0.67,0.0,OPENER,1,25
ae78bc32,MS Gony,15,105.5,112.0,114,17.59,18.67,19.0,LOWER_ORDER,79,125
af2c687b,C Munro,11,28.2,12.0,0,4.7,2.0,0.0,TOP_ORDER,1,118
af7dadf7,B Akhil,11,95.5,105.0,102,15.91,17.5,17.0,LOWER_ORDER,53,121
afa7e784,MS Wade,14,21.4,13.5,0,3.57,2.25,0.0,TOP_ORDER,1,82
b0482a1d,Tilak Varma,51,50.6,50.0,24,8.43,8.33,4.0,MIDDLE_ORDER,5,110
b0946605,AS Joseph,5,108.0,115.0,114,18.0,19.17,19.0,LOWER_ORDER,81,124
