batter_id,batter_name,bowling_type,balls,runs,dismissals,fours,sixes,dot_balls,strike_rate,average,dot_pct,boundary_pct
85b3fab2,T Stubbs,Left-arm pace,25,54.0,0.0,5.0,4.0,6.0,216.0,,24.0,36.0
85b3fab2,T Stubbs,Off-Spin/Leg-Spin,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
85b3fab2,T Stubbs,Right-arm leg-spin,61,89.0,2.0,3.0,5.0,11.0,145.9,44.5,18.03,13.11
85b3fab2,T Stubbs,Right-arm off-spin,33,48.0,3.0,2.0,4.0,10.0,145.45,16.0,30.3,18.18
85b3fab2,T Stubbs,Right-arm pace,103,149.0,8.0,11.0,7.0,27.0,144.66,18.63,26.21,17.48
a818c1be,TA Boult,Fast-Medium,12,10.0,2.0,2.0,0.0,8.0,83.33,5.0,66.67,16.67
a818c1be,TA Boult,LA Orthodox,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
a818c1be,TA Boult,Left-arm pace,3,0.0,0.0,0.0,0.0,3.0,0.0,,100.0,0.0
a818c1be,TA Boult,Right-arm leg-spin,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
a818c1be,TA Boult,Right-arm off-spin,1,0.0,0.0,0.0,0.0,1.0,0.0,,100.0,0.0
a818c1be,TA Boult,Right-arm pace,5,5.0,1.0,0.0,0.0,1.0,100.0,5.0,20.0,0.0
a818c1be,TA Boult,Wrist-spin,7,13.0,0.0,1.0,1.0,2.0,185.71,,28.57,28.57
f1f99156,TH David,Fast-Medium,114,198.0,3.0,18.0,8.0,32.0,173.68,66.0,28.07,22.81
f1f99156,TH David,LA Orthodox,28,55.0,0.0,1.0,6.0,9.0,196.43,,32.14,25.0
f1f99156,TH David,Left-arm pace,39,75.0,2.0,6.0,6.0,11.0,192.31,37.5,28.21,30.77
f1f99156,TH David,Right-arm leg-spin,32,30.0,2.0,2.0,0.0,9.0,93.75,15.0,28.13,6.25
f1f99156,TH David,Right-arm off-spin,16,24.0,0.0,1.0,2.0,6.0,150.0,,37.5,18.75
f1f99156,TH David,Right-arm pace,80,152.0,8.0,11.0,12.0,26.0,190.0,19.0,32.5,28.75
f1f99156,TH David,Wrist-spin,9,3.0,1.0,0.0,0.0,6.0,33.33,3.0,66.67,0.0
12b610c2,TM Head,Fast-Medium,156,283.0,8.0,43.0,10.0,51.0,181.41,35.38,32.69,33.97
12b610c2,TM Head,LA Orthodox,6,6.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
12b610c2,TM Head,Left-arm pace,20,37.0,3.0,4.0,2.0,7.0,185.0,12.33,35.0,30.0
12b610c2,TM Head,Right-arm leg-spin,45,87.0,1.0,8.0,6.0,14.0,193.33,87.0,31.11,31.11
12b610c2,TM Head,Right-arm off-spin,38,62.0,3.0,3.0,5.0,11.0,163.16,20.67,28.95,21.05
12b610c2,TM Head,Right-arm pace,145,259.0,6.0,36.0,10.0,47.0,178.62,43.17,32.41,31.72
12b610c2,TM Head,Wrist-spin,11,9.0,2.0,1.0,0.0,5.0,81.82,4.5,45.45,9.09
46a9bea1,TU Deshpande,LA Orthodox,3,3.0,1.0,0.0,0.0,1.0,100.0,3.0,33.33,0.0
46a9bea1,TU Deshpande,Left-arm pace,2,1.0,0.0,0.0,0.0,0.0,50.0,,0.0,0.0
46a9bea1,TU Deshpande,Right-arm pace,4,1.0,0.0,0.0,0.0,1.0,25.0,,25.0,0.0
5724e517,Tanush Kotian,Fast-Medium,14,16.0,0.0,3.0,0.0,7.0,114.29,,50.0,21.43
5724e517,Tanush Kotian,Left-arm pace,6,2.0,0.0,0.0,0.0,4.0,33.33,,66.67,0.0
5724e517,Tanush Kotian,Off-Spin/Leg-Spin,7,1.0,1.0,0.0,0.0,6.0,14.29,1.0,85.71,0.0
5724e517,Tanush Kotian,Right-arm pace,4,5.0,0.0,0.0,0.0,0.0,125.0,,0.0,0.0
b0482a1d,Tilak Varma,Fast-Medium,190,311.0,7.0,27.0,18.0,61.0,163.68,44.43,32.11,23.68
b0482a1d,Tilak Varma,LA Orthodox,76,111.0,1.0,7.0,5.0,19.0,146.05,111.0,25.0,15.79
b0482a1d,Tilak Varma,Left-arm orthodox,10,25.0,0.0,0.0,3.0,1.0,250.0,,10.0,30.0
b0482a1d,Tilak Varma,Left-arm pace,27,43.0,0.0,4.0,2.0,8.0,159.26,,29.63,22.22
b0482a1d,Tilak Varma,Right-arm leg-spin,127,173.0,5.0,13.0,8.0,42.0,136.22,34.6,33.07,16.54
b0482a1d,Tilak Varma,Right-arm off-spin,22,29.0,1.0,2.0,1.0,6.0,131.82,29.0,27.27,13.64
b0482a1d,Tilak Varma,Right-arm pace,119,185.0,9.0,14.0,11.0,35.0,155.46,20.56,29.41,21.01
b0482a1d,Tilak Varma,Wrist-spin,45,65.0,1.0,4.0,4.0,15.0,144.44,65.0,33.33,17.78
cc1e8c68,UT Yadav,Fast-Medium,5,8.0,0.0,1.0,0.0,1.0,160.0,,20.0,20.0
cc1e8c68,UT Yadav,Left-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
cc1e8c68,UT Yadav,Right-arm leg-spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
cc1e8c68,UT Yadav,Right-arm pace,13,15.0,1.0,0.0,1.0,6.0,115.38,15.0,46.15,7.69
cc1e8c68,UT Yadav,Wrist-spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
81c08fa3,Umran Malik,Fast-Medium,5,12.0,0.0,1.0,1.0,2.0,240.0,,40.0,40.0
81c08fa3,Umran Malik,Right-arm leg-spin,1,0.0,0.0,0.0,0.0,1.0,0.0,,100.0,0.0
cf59b3f0,Urvil Patel,Fast-Medium,17,25.0,2.0,0.0,3.0,9.0,147.06,12.5,52.94,17.65
cf59b3f0,Urvil Patel,LA Orthodox,4,11.0,1.0,1.0,1.0,1.0,275.0,11.0,25.0,50.0
cf59b3f0,Urvil Patel,Right-arm leg-spin,3,6.0,0.0,1.0,0.0,0.0,200.0,,0.0,33.33
ba607b88,V Kohli,Fast-Medium,267,424.0,9.0,55.0,11.0,78.0,158.8,47.11,29.21,24.72
ba607b88,V Kohli,LA Orthodox,185,233.0,4.0,18.0,10.0,60.0,125.95,58.25,32.43,15.14
ba607b88,V Kohli,Left-arm orthodox,18,14.0,0.0,1.0,0.0,7.0,77.78,,38.89,5.56
ba607b88,V Kohli,Left-arm pace,167,285.0,5.0,30.0,13.0,47.0,170.66,57.0,28.14,25.75
ba607b88,V Kohli,Off-Spin/Leg-Spin,12,22.0,0.0,2.0,1.0,2.0,183.33,,16.67,25.0
ba607b88,V Kohli,Right-arm leg-spin,155,196.0,4.0,10.0,6.0,35.0,126.45,49.0,22.58,10.32
ba607b88,V Kohli,Right-arm off-spin,82,114.0,1.0,7.0,5.0,20.0,139.02,114.0,24.39,14.63
ba607b88,V Kohli,Right-arm pace,225,351.0,7.0,39.0,12.0,65.0,156.0,50.14,28.89,22.67
ba607b88,V Kohli,Wrist-spin,76,109.0,2.0,12.0,2.0,18.0,143.42,54.5,23.68,18.42
5ffc0565,V Nigam,Fast-Medium,18,29.0,1.0,2.0,2.0,6.0,161.11,29.0,33.33,22.22
5ffc0565,V Nigam,LA Orthodox,17,25.0,2.0,3.0,1.0,6.0,147.06,12.5,35.29,23.53
5ffc0565,V Nigam,Left-arm orthodox,4,12.0,0.0,1.0,1.0,0.0,300.0,,0.0,50.0
5ffc0565,V Nigam,Left-arm pace,5,6.0,0.0,1.0,0.0,2.0,120.0,,40.0,20.0
5ffc0565,V Nigam,Right-arm leg-spin,12,26.0,1.0,3.0,2.0,5.0,216.67,26.0,41.67,41.67
5ffc0565,V Nigam,Right-arm off-spin,8,23.0,0.0,2.0,2.0,1.0,287.5,,12.5,50.0
5ffc0565,V Nigam,Right-arm pace,7,4.0,0.0,0.0,0.0,2.0,57.14,,28.57,0.0
0994d0ae,V Shankar,Fast-Medium,42,49.0,3.0,6.0,0.0,14.0,116.67,16.33,33.33,14.29
0994d0ae,V Shankar,LA Orthodox,26,22.0,0.0,1.0,0.0,8.0,84.62,,30.77,3.85
0994d0ae,V Shankar,Left-arm pace,14,17.0,0.0,3.0,0.0,6.0,121.43,,42.86,21.43
0994d0ae,V Shankar,Right-arm leg-spin,40,51.0,3.0,5.0,1.0,12.0,127.5,17.0,30.0,15.0
0994d0ae,V Shankar,Right-arm off-spin,27,58.0,1.0,4.0,4.0,3.0,214.81,58.0,11.11,29.63
0994d0ae,V Shankar,Right-arm pace,90,141.0,4.0,8.0,9.0,25.0,156.67,35.25,27.78,18.89
0994d0ae,V Shankar,Wrist-spin,23,31.0,0.0,3.0,0.0,5.0,134.78,,21.74,13.04
470f446b,V Suryavanshi,Fast-Medium,39,94.0,2.0,7.0,10.0,16.0,241.03,47.0,41.03,43.59
470f446b,V Suryavanshi,LA Orthodox,8,22.0,1.0,2.0,2.0,2.0,275.0,22.0,25.0,50.0
470f446b,V Suryavanshi,Left-arm pace,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
470f446b,V Suryavanshi,Right-arm leg-spin,18,26.0,0.0,2.0,2.0,7.0,144.44,,38.89,22.22
470f446b,V Suryavanshi,Right-arm off-spin,8,18.0,1.0,1.0,2.0,3.0,225.0,18.0,37.5,37.5
470f446b,V Suryavanshi,Right-arm pace,24,32.0,2.0,1.0,3.0,11.0,133.33,16.0,45.83,16.67
470f446b,V Suryavanshi,Wrist-spin,8,24.0,0.0,2.0,2.0,1.0,300.0,,12.5,50.0
03a83c50,V Viyaskanth,Fast-Medium,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
03a83c50,V Viyaskanth,Left-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
03a83c50,V Viyaskanth,Right-arm off-spin,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
7c3b3b78,VG Arora,Fast-Medium,8,1.0,1.0,0.0,0.0,7.0,12.5,1.0,87.5,0.0
7c3b3b78,VG Arora,Left-arm pace,2,2.0,1.0,0.0,0.0,1.0,100.0,2.0,50.0,0.0
a24be938,VR Iyer,Fast-Medium,108,167.0,5.0,16.0,8.0,38.0,154.63,33.4,35.19,22.22
a24be938,VR Iyer,LA Orthodox,32,31.0,4.0,1.0,1.0,13.0,96.88,7.75,40.63,6.25
a24be938,VR Iyer,Left-arm orthodox,5,4.0,0.0,0.0,0.0,0.0,80.0,,0.0,0.0
a24be938,VR Iyer,Left-arm pace,56,104.0,2.0,13.0,5.0,17.0,185.71,52.0,30.36,32.14
a24be938,VR Iyer,Off-Spin/Left-Arm Orthodox,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
a24be938,VR Iyer,Off-Spin/Leg-Spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
a24be938,VR Iyer,Right-arm leg-spin,76,114.0,3.0,12.0,3.0,19.0,150.0,38.0,25.0,19.74
a24be938,VR Iyer,Right-arm off-spin,22,25.0,0.0,2.0,0.0,6.0,113.64,,27.27,9.09
a24be938,VR Iyer,Right-arm pace,96,143.0,8.0,14.0,7.0,32.0,148.96,17.88,33.33,21.88
a24be938,VR Iyer,Wrist-spin,16,12.0,0.0,1.0,0.0,8.0,75.0,,50.0,6.25
54e52590,Vijaykumar Vyshak,Fast-Medium,2,3.0,0.0,0.0,0.0,0.0,150.0,,0.0,0.0
54e52590,Vijaykumar Vyshak,Left-arm pace,1,0.0,0.0,0.0,0.0,1.0,0.0,,100.0,0.0
54e52590,Vijaykumar Vyshak,Right-arm off-spin,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
54e52590,Vijaykumar Vyshak,Right-arm pace,3,1.0,2.0,0.0,0.0,2.0,33.33,0.5,66.67,0.0
0494fa6e,Vishnu Vinod,Fast-Medium,8,13.0,1.0,1.0,1.0,3.0,162.5,13.0,37.5,25.0
0494fa6e,Vishnu Vinod,Wrist-spin,8,8.0,0.0,1.0,0.0,3.0,100.0,,37.5,12.5
1b7b0fa7,Vivrant Sharma,Right-arm pace,4,1.0,0.0,0.0,0.0,1.0,25.0,,25.0,0.0
3a60e0b5,WD Parnell,Right-arm pace,5,2.0,1.0,0.0,0.0,3.0,40.0,2.0,60.0,0.0
9caf69a1,WG Jacks,Fast-Medium,54,88.0,2.0,12.0,3.0,19.0,162.96,44.0,35.19,27.78
9caf69a1,WG Jacks,LA Orthodox,28,39.0,1.0,1.0,3.0,8.0,139.29,39.0,28.57,14.29
9caf69a1,WG Jacks,Left-arm orthodox,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
9caf69a1,WG Jacks,Left-arm pace,38,85.0,0.0,9.0,6.0,10.0,223.68,,26.32,39.47
9caf69a1,WG Jacks,Right-arm leg-spin,68,87.0,3.0,4.0,6.0,24.0,127.94,29.0,35.29,14.71
9caf69a1,WG Jacks,Right-arm off-spin,28,30.0,0.0,3.0,1.0,11.0,107.14,,39.29,14.29
9caf69a1,WG Jacks,Right-arm pace,28,35.0,2.0,2.0,2.0,10.0,125.0,17.5,35.71,14.29
9caf69a1,WG Jacks,Wrist-spin,19,31.0,2.0,1.0,3.0,6.0,163.16,15.5,31.58,21.05
fe11caa6,WP Saha,Fast-Medium,123,193.0,8.0,28.0,6.0,48.0,156.91,24.13,39.02,27.64
fe11caa6,WP Saha,LA Orthodox,53,57.0,2.0,7.0,0.0,20.0,107.55,28.5,37.74,13.21
fe11caa6,WP Saha,Left-arm orthodox,5,9.0,1.0,0.0,1.0,1.0,180.0,9.0,20.0,20.0
fe11caa6,WP Saha,Left-arm pace,10,12.0,1.0,0.0,1.0,5.0,120.0,12.0,50.0,10.0
fe11caa6,WP Saha,Right-arm leg-spin,23,23.0,0.0,2.0,0.0,7.0,100.0,,30.43,8.7
fe11caa6,WP Saha,Right-arm off-spin,6,8.0,1.0,1.0,0.0,1.0,133.33,8.0,16.67,16.67
fe11caa6,WP Saha,Right-arm pace,93,110.0,7.0,14.0,3.0,37.0,118.28,15.71,39.78,18.28
fe11caa6,WP Saha,Wrist-spin,4,2.0,1.0,0.0,0.0,2.0,50.0,2.0,50.0,0.0
f19ccfad,Washington Sundar,Fast-Medium,25,44.0,1.0,3.0,3.0,6.0,176.0,44.0,24.0,24.0
f19ccfad,Washington Sundar,LA Orthodox,8,4.0,0.0,0.0,0.0,4.0,50.0,,50.0,0.0
f19ccfad,Washington Sundar,Left-arm pace,15,27.0,1.0,3.0,1.0,3.0,180.0,27.0,20.0,26.67
f19ccfad,Washington Sundar,Off-Spin/Left-Arm Orthodox,5,7.0,0.0,1.0,0.0,1.0,140.0,,20.0,20.0
f19ccfad,Washington Sundar,Right-arm leg-spin,21,17.0,1.0,0.0,0.0,7.0,80.95,17.0,33.33,0.0
f19ccfad,Washington Sundar,Right-arm off-spin,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
f19ccfad,Washington Sundar,Right-arm pace,27,43.0,2.0,4.0,1.0,4.0,159.26,21.5,14.81,18.52
f19ccfad,Washington Sundar,Wrist-spin,3,3.0,0.0,0.0,0.0,1.0,100.0,,33.33,0.0
3b53243a,XC Bartlett,Fast-Medium,1,1.0,1.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0
3b53243a,XC Bartlett,Right-arm off-spin,10,6.0,0.0,0.0,0.0,4.0,60.0,,40.0,0.0
3b53243a,XC Bartlett,Right-arm pace,4,4.0,0.0,1.0,0.0,3.0,100.0,,75.0,25.0
6c19c6e5,YBK Jaiswal,Fast-Medium,289,509.0,15.0,73.0,20.0,114.0,176.12,33.93,39.45,32.18
6c19c6e5,YBK Jaiswal,LA Orthodox,62,84.0,1.0,10.0,1.0,17.0,135.48,84.0,27.42,17.74
6c19c6e5,YBK Jaiswal,Left-arm orthodox,6,14.0,1.0,1.0,1.0,1.0,233.33,14.0,16.67,33.33
6c19c6e5,YBK Jaiswal,Left-arm pace,98,179.0,4.0,29.0,6.0,36.0,182.65,44.75,36.73,35.71
6c19c6e5,YBK Jaiswal,Off-Spin/Leg-Spin,6,12.0,0.0,2.0,0.0,0.0,200.0,,0.0,33.33
6c19c6e5,YBK Jaiswal,Right-arm leg-spin,82,99.0,0.0,7.0,2.0,17.0,120.73,,20.73,10.98
6c19c6e5,YBK Jaiswal,Right-arm off-spin,54,103.0,0.0,11.0,6.0,17.0,190.74,,31.48,31.48
6c19c6e5,YBK Jaiswal,Right-arm pace,195,301.0,10.0,31.0,17.0,78.0,154.36,30.1,40.0,24.62
6c19c6e5,YBK Jaiswal,Wrist-spin,9,16.0,1.0,0.0,2.0,3.0,177.78,16.0,33.33,22.22
dd7e9b3b,YV Dhull,Fast-Medium,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
dd7e9b3b,YV Dhull,LA Orthodox,7,9.0,1.0,1.0,0.0,1.0,128.57,9.0,14.29,14.29
dd7e9b3b,YV Dhull,Right-arm pace,1,0.0,0.0,0.0,0.0,1.0,0.0,,100.0,0.0
7210d461,Yash Dayal,Fast-Medium,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
7210d461,Yash Dayal,LA Orthodox,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
7210d461,Yash Dayal,Right-arm pace,5,2.0,1.0,0.0,0.0,4.0,40.0,2.0,80.0,0.0
4885bbe6,Yudhvir Singh,Fast-Medium,3,1.0,1.0,0.0,0.0,2.0,33.33,1.0,66.67,0.0
4885bbe6,Yudhvir Singh,Left-arm pace,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
4885bbe6,Yudhvir Singh,Right-arm off-spin,5,6.0,1.0,0.0,1.0,4.0,120.0,6.0,80.0,20.0
4885bbe6,Yudhvir Singh,Right-arm pace,1,1.0,1.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0
4885bbe6,Yudhvir Singh,Wrist-spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
