batter_id,batter_name,bowling_type,balls,runs,dismissals,fours,sixes,dot_balls,strike_rate,average,dot_pct,boundary_pct
cad00a4d,RR Rossouw,LA Orthodox,31,54.0,2.0,5.0,2.0,6.0,174.19,27.0,19.35,22.58
cad00a4d,RR Rossouw,Left-arm pace,20,36.0,0.0,4.0,2.0,7.0,180.0,,35.0,30.0
cad00a4d,RR Rossouw,Medium-Fast,4,13.0,0.0,1.0,1.0,0.0,325.0,,0.0,50.0
cad00a4d,RR Rossouw,Right-arm leg-spin,28,40.0,1.0,4.0,2.0,11.0,142.86,40.0,39.29,21.43
cad00a4d,RR Rossouw,Right-arm off-spin,12,8.0,1.0,0.0,0.0,5.0,66.67,8.0,41.67,0.0
cad00a4d,RR Rossouw,Right-arm pace,53,106.0,5.0,9.0,8.0,18.0,200.0,21.2,33.96,32.08
cad00a4d,RR Rossouw,Wrist-spin,4,5.0,1.0,1.0,0.0,2.0,125.0,5.0,50.0,25.0
60500956,RV Patel,LA Orthodox,4,2.0,0.0,0.0,0.0,2.0,50.0,,50.0,0.0
60500956,RV Patel,Left-arm pace,6,6.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
60500956,RV Patel,Right-arm leg-spin,2,7.0,0.0,0.0,1.0,0.0,350.0,,0.0,50.0
60500956,RV Patel,Right-arm pace,16,16.0,2.0,1.0,0.0,4.0,100.0,8.0,25.0,6.25
60500956,RV Patel,Wrist-spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
0bacade8,Rahmanullah Gurbaz,Fast-Medium,89,112.0,7.0,12.0,7.0,49.0,125.84,16.0,55.06,21.35
0bacade8,Rahmanullah Gurbaz,LA Orthodox,4,2.0,0.0,0.0,0.0,2.0,50.0,,50.0,0.0
0bacade8,Rahmanullah Gurbaz,Left-arm orthodox,13,18.0,1.0,1.0,2.0,7.0,138.46,18.0,53.85,23.08
0bacade8,Rahmanullah Gurbaz,Left-arm pace,34,55.0,2.0,8.0,2.0,14.0,161.76,27.5,41.18,29.41
0bacade8,Rahmanullah Gurbaz,Right-arm leg-spin,22,45.0,0.0,5.0,2.0,3.0,204.55,,13.64,31.82
0bacade8,Rahmanullah Gurbaz,Right-arm pace,56,66.0,4.0,5.0,5.0,31.0,117.86,16.5,55.36,17.86
0bacade8,Rahmanullah Gurbaz,Wrist-spin,5,9.0,1.0,0.0,1.0,1.0,180.0,9.0,20.0,20.0
be24ead0,Ramandeep Singh,Fast-Medium,33,76.0,3.0,3.0,8.0,9.0,230.3,25.33,27.27,33.33
be24ead0,Ramandeep Singh,LA Orthodox,15,25.0,2.0,0.0,3.0,6.0,166.67,12.5,40.0,20.0
be24ead0,Ramandeep Singh,Left-arm orthodox,3,8.0,0.0,0.0,1.0,1.0,266.67,,33.33,33.33
be24ead0,Ramandeep Singh,Left-arm pace,4,7.0,0.0,1.0,0.0,0.0,175.0,,0.0,25.0
be24ead0,Ramandeep Singh,Off-Spin/Leg-Spin,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
be24ead0,Ramandeep Singh,Right-arm leg-spin,11,12.0,2.0,0.0,1.0,5.0,109.09,6.0,45.45,9.09
be24ead0,Ramandeep Singh,Right-arm pace,16,22.0,1.0,0.0,2.0,4.0,137.5,22.0,25.0,12.5
be24ead0,Ramandeep Singh,Wrist-spin,4,7.0,0.0,1.0,0.0,0.0,175.0,,0.0,25.0
5f547c8b,Rashid Khan,Fast-Medium,23,32.0,1.0,5.0,0.0,8.0,139.13,32.0,34.78,21.74
5f547c8b,Rashid Khan,LA Orthodox,12,13.0,0.0,1.0,0.0,4.0,108.33,,33.33,8.33
5f547c8b,Rashid Khan,Left-arm pace,6,0.0,3.0,0.0,0.0,6.0,0.0,0.0,100.0,0.0
5f547c8b,Rashid Khan,Right-arm off-spin,4,8.0,0.0,1.0,0.0,0.0,200.0,,0.0,25.0
5f547c8b,Rashid Khan,Right-arm pace,61,111.0,7.0,9.0,8.0,23.0,181.97,15.86,37.7,27.87
5f547c8b,Rashid Khan,Wrist-spin,11,17.0,1.0,0.0,2.0,4.0,154.55,17.0,36.36,18.18
b8527c3d,Rasikh Salam,Fast-Medium,8,14.0,2.0,3.0,0.0,2.0,175.0,7.0,25.0,37.5
b8527c3d,Rasikh Salam,Left-arm pace,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
b8527c3d,Rasikh Salam,Right-arm off-spin,8,4.0,0.0,0.0,0.0,4.0,50.0,,50.0,0.0
b8527c3d,Rasikh Salam,Right-arm pace,11,9.0,2.0,1.0,0.0,5.0,81.82,4.5,45.45,9.09
df064e1a,Ravi Bishnoi,Fast-Medium,11,7.0,2.0,0.0,1.0,9.0,63.64,3.5,81.82,9.09
df064e1a,Ravi Bishnoi,Left-arm pace,4,3.0,2.0,0.0,0.0,3.0,75.0,1.5,75.0,0.0
df064e1a,Ravi Bishnoi,Right-arm off-spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
df064e1a,Ravi Bishnoi,Right-arm pace,17,16.0,1.0,0.0,1.0,8.0,94.12,16.0,47.06,5.88
0a476045,S Dhawan,Fast-Medium,66,81.0,4.0,12.0,2.0,31.0,122.73,20.25,46.97,21.21
0a476045,S Dhawan,LA Orthodox,15,23.0,0.0,3.0,1.0,6.0,153.33,,40.0,26.67
0a476045,S Dhawan,Left-arm pace,50,77.0,0.0,8.0,4.0,20.0,154.0,,40.0,24.0
0a476045,S Dhawan,Right-arm leg-spin,43,60.0,0.0,7.0,2.0,16.0,139.53,,37.21,20.93
0a476045,S Dhawan,Right-arm off-spin,39,47.0,2.0,6.0,1.0,16.0,120.51,23.5,41.03,17.95
0a476045,S Dhawan,Right-arm pace,80,120.0,3.0,18.0,3.0,32.0,150.0,40.0,40.0,26.25
a4e37e47,S Dube,Fast-Medium,173,290.0,7.0,23.0,19.0,56.0,167.63,41.43,32.37,24.28
a4e37e47,S Dube,LA Orthodox,16,31.0,1.0,0.0,4.0,5.0,193.75,31.0,31.25,25.0
a4e37e47,S Dube,Left-arm orthodox,5,11.0,0.0,1.0,1.0,2.0,220.0,,40.0,40.0
a4e37e47,S Dube,Left-arm pace,43,84.0,2.0,2.0,9.0,13.0,195.35,42.0,30.23,25.58
a4e37e47,S Dube,Off-Spin/Left-Arm Orthodox,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
a4e37e47,S Dube,Off-Spin/Leg-Spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
a4e37e47,S Dube,Right-arm leg-spin,92,153.0,5.0,4.0,15.0,29.0,166.3,30.6,31.52,20.65
a4e37e47,S Dube,Right-arm off-spin,89,105.0,1.0,1.0,8.0,32.0,117.98,105.0,35.96,10.11
a4e37e47,S Dube,Right-arm pace,150,198.0,7.0,13.0,9.0,47.0,132.0,28.29,31.33,14.67
a4e37e47,S Dube,Wrist-spin,12,8.0,2.0,0.0,0.0,4.0,66.67,4.0,33.33,0.0
271f83cd,SA Yadav,Fast-Medium,230,428.0,11.0,44.0,27.0,84.0,186.09,38.91,36.52,30.87
271f83cd,SA Yadav,LA Orthodox,91,128.0,5.0,9.0,5.0,21.0,140.66,25.6,23.08,15.38
271f83cd,SA Yadav,Left-arm orthodox,5,10.0,0.0,2.0,0.0,1.0,200.0,,20.0,40.0
271f83cd,SA Yadav,Left-arm pace,47,87.0,2.0,9.0,5.0,15.0,185.11,43.5,31.91,29.79
271f83cd,SA Yadav,Off-Spin/Leg-Spin,10,22.0,0.0,3.0,1.0,2.0,220.0,,20.0,40.0
271f83cd,SA Yadav,Right-arm leg-spin,184,312.0,1.0,35.0,12.0,46.0,169.57,312.0,25.0,25.54
271f83cd,SA Yadav,Right-arm off-spin,55,66.0,0.0,8.0,0.0,18.0,120.0,,32.73,14.55
271f83cd,SA Yadav,Right-arm pace,148,265.0,8.0,26.0,14.0,48.0,179.05,33.13,32.43,27.03
271f83cd,SA Yadav,Wrist-spin,54,70.0,3.0,8.0,1.0,17.0,129.63,23.33,31.48,16.67
6b2ff18f,SB Dubey,Fast-Medium,47,93.0,4.0,6.0,8.0,15.0,197.87,23.25,31.91,29.79
6b2ff18f,SB Dubey,Left-arm pace,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
6b2ff18f,SB Dubey,Right-arm leg-spin,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
6b2ff18f,SB Dubey,Right-arm off-spin,7,4.0,0.0,0.0,0.0,3.0,57.14,,42.86,0.0
6b2ff18f,SB Dubey,Right-arm pace,11,17.0,1.0,1.0,1.0,2.0,154.55,17.0,18.18,18.18
6b2ff18f,SB Dubey,Wrist-spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
1fc6ef83,SD Hope,Fast-Medium,34,45.0,2.0,4.0,3.0,18.0,132.35,22.5,52.94,20.59
1fc6ef83,SD Hope,LA Orthodox,13,12.0,0.0,0.0,0.0,3.0,92.31,,23.08,0.0
1fc6ef83,SD Hope,Left-arm pace,15,21.0,1.0,4.0,0.0,7.0,140.0,21.0,46.67,26.67
1fc6ef83,SD Hope,Right-arm leg-spin,20,33.0,2.0,3.0,2.0,7.0,165.0,16.5,35.0,25.0
1fc6ef83,SD Hope,Right-arm pace,12,12.0,1.0,0.0,0.0,3.0,100.0,12.0,25.0,0.0
d014d5ac,SE Rutherford,Fast-Medium,47,80.0,4.0,6.0,6.0,15.0,170.21,20.0,31.91,25.53
d014d5ac,SE Rutherford,LA Orthodox,9,25.0,0.0,4.0,1.0,1.0,277.78,,11.11,55.56
d014d5ac,SE Rutherford,Left-arm orthodox,8,16.0,0.0,1.0,1.0,2.0,200.0,,25.0,25.0
d014d5ac,SE Rutherford,Left-arm pace,12,21.0,0.0,1.0,1.0,1.0,175.0,,8.33,16.67
d014d5ac,SE Rutherford,Off-Spin/Leg-Spin,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
d014d5ac,SE Rutherford,Right-arm leg-spin,17,9.0,0.0,0.0,0.0,7.0,52.94,,41.18,0.0
d014d5ac,SE Rutherford,Right-arm off-spin,6,14.0,0.0,2.0,1.0,3.0,233.33,,50.0,50.0
d014d5ac,SE Rutherford,Right-arm pace,46,55.0,6.0,4.0,3.0,21.0,119.57,9.17,45.65,15.22
d014d5ac,SE Rutherford,Wrist-spin,11,17.0,0.0,1.0,1.0,2.0,154.55,,18.18,18.18
83c3e8e3,SH Johnson,Fast-Medium,3,1.0,0.0,0.0,0.0,2.0,33.33,,66.67,0.0
83c3e8e3,SH Johnson,Right-arm pace,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
83c3e8e3,SH Johnson,Wrist-spin,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
cbf58a86,SK Rasheed,Fast-Medium,20,23.0,3.0,4.0,1.0,14.0,115.0,7.67,70.0,25.0
cbf58a86,SK Rasheed,LA Orthodox,9,6.0,2.0,0.0,0.0,3.0,66.67,3.0,33.33,0.0
cbf58a86,SK Rasheed,Left-arm pace,6,12.0,0.0,1.0,1.0,2.0,200.0,,33.33,33.33
cbf58a86,SK Rasheed,Right-arm leg-spin,5,5.0,0.0,1.0,0.0,3.0,100.0,,60.0,20.0
cbf58a86,SK Rasheed,Right-arm pace,23,25.0,0.0,3.0,0.0,11.0,108.7,,47.83,13.04
e94915e6,SM Curran,Fast-Medium,77,93.0,5.0,9.0,3.0,27.0,120.78,18.6,35.06,15.58
e94915e6,SM Curran,LA Orthodox,43,61.0,1.0,2.0,3.0,9.0,141.86,61.0,20.93,11.63
e94915e6,SM Curran,Left-arm pace,26,39.0,2.0,4.0,2.0,10.0,150.0,19.5,38.46,23.08
e94915e6,SM Curran,Off-Spin/Leg-Spin,4,3.0,1.0,0.0,0.0,1.0,75.0,3.0,25.0,0.0
e94915e6,SM Curran,Right-arm leg-spin,59,93.0,4.0,10.0,3.0,16.0,157.63,23.25,27.12,22.03
e94915e6,SM Curran,Right-arm off-spin,27,23.0,1.0,1.0,1.0,13.0,85.19,23.0,48.15,7.41
e94915e6,SM Curran,Right-arm pace,119,193.0,8.0,19.0,8.0,35.0,162.18,24.13,29.41,22.69
e94915e6,SM Curran,Wrist-spin,28,26.0,0.0,2.0,0.0,7.0,92.86,,25.0,7.14
f088b960,SN Khan,Fast-Medium,21,21.0,0.0,2.0,1.0,10.0,100.0,,47.62,14.29
f088b960,SN Khan,LA Orthodox,4,3.0,0.0,0.0,0.0,1.0,75.0,,25.0,0.0
f088b960,SN Khan,Left-arm pace,7,10.0,1.0,1.0,0.0,1.0,142.86,10.0,14.29,14.29
f088b960,SN Khan,Right-arm leg-spin,13,11.0,1.0,1.0,0.0,5.0,84.62,11.0,38.46,7.69
f088b960,SN Khan,Right-arm off-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
1abb78f8,SN Thakur,Fast-Medium,24,36.0,3.0,5.0,1.0,8.0,150.0,12.0,33.33,25.0
1abb78f8,SN Thakur,Left-arm pace,10,24.0,1.0,2.0,2.0,2.0,240.0,24.0,20.0,40.0
1abb78f8,SN Thakur,Right-arm leg-spin,12,10.0,2.0,1.0,0.0,5.0,83.33,5.0,41.67,8.33
1abb78f8,SN Thakur,Right-arm pace,26,46.0,4.0,8.0,0.0,9.0,176.92,11.5,34.62,30.77
1abb78f8,SN Thakur,Wrist-spin,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
48a1d7b7,SO Hetmyer,Fast-Medium,89,122.0,10.0,6.0,7.0,30.0,137.08,12.2,33.71,14.61
48a1d7b7,SO Hetmyer,LA Orthodox,19,25.0,1.0,1.0,1.0,5.0,131.58,25.0,26.32,10.53
48a1d7b7,SO Hetmyer,Left-arm orthodox,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
48a1d7b7,SO Hetmyer,Left-arm pace,49,99.0,4.0,9.0,6.0,10.0,202.04,24.75,20.41,30.61
48a1d7b7,SO Hetmyer,Right-arm leg-spin,37,49.0,2.0,3.0,3.0,13.0,132.43,24.5,35.14,16.22
48a1d7b7,SO Hetmyer,Right-arm off-spin,30,31.0,1.0,1.0,1.0,11.0,103.33,31.0,36.67,6.67
48a1d7b7,SO Hetmyer,Right-arm pace,97,159.0,5.0,7.0,14.0,34.0,163.92,31.8,35.05,21.65
48a1d7b7,SO Hetmyer,Wrist-spin,16,17.0,0.0,0.0,1.0,5.0,106.25,,31.25,6.25
9d430b40,SP Narine,Fast-Medium,161,269.0,12.0,29.0,20.0,72.0,167.08,22.42,44.72,30.43
9d430b40,SP Narine,LA Orthodox,16,34.0,2.0,1.0,4.0,5.0,212.5,17.0,31.25,31.25
9d430b40,SP Narine,Left-arm pace,46,55.0,3.0,8.0,2.0,22.0,119.57,18.33,47.83,21.74
9d430b40,SP Narine,Right-arm leg-spin,41,77.0,6.0,5.0,6.0,12.0,187.8,12.83,29.27,26.83
9d430b40,SP Narine,Right-arm pace,87,156.0,4.0,16.0,10.0,30.0,179.31,39.0,34.48,29.89
9d430b40,SP Narine,Wrist-spin,6,3.0,2.0,0.0,0.0,3.0,50.0,1.5,50.0,0.0
85ec8e33,SS Iyer,Fast-Medium,129,220.0,7.0,20.0,12.0,38.0,170.54,31.43,29.46,24.81
85ec8e33,SS Iyer,LA Orthodox,67,90.0,0.0,6.0,4.0,16.0,134.33,,23.88,14.93
85ec8e33,SS Iyer,Left-arm orthodox,2,5.0,0.0,1.0,0.0,0.0,250.0,,0.0,50.0
85ec8e33,SS Iyer,Left-arm pace,62,140.0,1.0,12.0,11.0,14.0,225.81,140.0,22.58,37.1
85ec8e33,SS Iyer,Right-arm leg-spin,67,109.0,2.0,6.0,8.0,16.0,162.69,54.5,23.88,20.9
85ec8e33,SS Iyer,Right-arm off-spin,22,47.0,1.0,4.0,3.0,4.0,213.64,47.0,18.18,31.82
85ec8e33,SS Iyer,Right-arm pace,129,180.0,7.0,20.0,5.0,38.0,139.53,25.71,29.46,19.38
85ec8e33,SS Iyer,Wrist-spin,29,45.0,1.0,0.0,4.0,8.0,155.17,45.0,27.59,13.79
9385de2e,SS Prabhudessai,Fast-Medium,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
9385de2e,SS Prabhudessai,LA Orthodox,4,5.0,0.0,0.0,0.0,1.0,125.0,,25.0,0.0
9385de2e,SS Prabhudessai,Right-arm leg-spin,5,3.0,1.0,0.0,0.0,2.0,60.0,3.0,40.0,0.0
9385de2e,SS Prabhudessai,Right-arm off-spin,13,16.0,0.0,2.0,0.0,6.0,123.08,,46.15,15.38
9385de2e,SS Prabhudessai,Right-arm pace,11,19.0,1.0,0.0,2.0,4.0,172.73,19.0,36.36,18.18
a4cc73aa,SV Samson,Fast-Medium,189,313.0,9.0,35.0,15.0,67.0,165.61,34.78,35.45,26.46
a4cc73aa,SV Samson,LA Orthodox,86,99.0,3.0,4.0,4.0,23.0,115.12,33.0,26.74,9.3
a4cc73aa,SV Samson,Left-arm orthodox,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
a4cc73aa,SV Samson,Left-arm pace,51,65.0,2.0,8.0,2.0,22.0,127.45,32.5,43.14,19.61
a4cc73aa,SV Samson,Off-Spin/Leg-Spin,8,13.0,0.0,1.0,1.0,3.0,162.5,,37.5,25.0
a4cc73aa,SV Samson,Right-arm leg-spin,93,169.0,3.0,9.0,13.0,18.0,181.72,56.33,19.35,23.66
a4cc73aa,SV Samson,Right-arm off-spin,22,33.0,0.0,1.0,3.0,8.0,150.0,,36.36,18.18
a4cc73aa,SV Samson,Right-arm pace,125,165.0,7.0,16.0,6.0,44.0,132.0,23.57,35.2,17.6
a4cc73aa,SV Samson,Wrist-spin,26,35.0,3.0,1.0,2.0,8.0,134.62,11.67,30.77,11.54
f89d3b11,Sameer Rizvi,Fast-Medium,32,63.0,2.0,7.0,3.0,6.0,196.88,31.5,18.75,31.25
f89d3b11,Sameer Rizvi,LA Orthodox,32,21.0,3.0,0.0,1.0,18.0,65.63,7.0,56.25,3.13
f89d3b11,Sameer Rizvi,Left-arm pace,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
f89d3b11,Sameer Rizvi,Right-arm leg-spin,10,19.0,0.0,0.0,2.0,3.0,190.0,,30.0,20.0
f89d3b11,Sameer Rizvi,Right-arm pace,39,59.0,1.0,8.0,2.0,15.0,151.28,59.0,38.46,25.64
f89d3b11,Sameer Rizvi,Wrist-spin,3,8.0,0.0,0.0,1.0,0.0,266.67,,0.0,33.33
ce820073,Sandeep Sharma,Fast-Medium,6,3.0,0.0,0.0,0.0,3.0,50.0,,50.0,0.0
ce820073,Sandeep Sharma,LA Orthodox,2,3.0,0.0,0.0,0.0,0.0,150.0,,0.0,0.0
b0f2baf4,Sanvir Singh,Fast-Medium,4,6.0,0.0,0.0,1.0,3.0,150.0,,75.0,25.0
b0f2baf4,Sanvir Singh,LA Orthodox,3,2.0,0.0,0.0,0.0,1.0,66.67,,33.33,0.0
b0f2baf4,Sanvir Singh,Right-arm leg-spin,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
b0f2baf4,Sanvir Singh,Right-arm off-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
b0f2baf4,Sanvir Singh,Right-arm pace,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
9e7225b0,Saurav Chauhan,Fast-Medium,2,1.0,1.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0
9e7225b0,Saurav Chauhan,Left-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
9e7225b0,Saurav Chauhan,Right-arm leg-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
9e7225b0,Saurav Chauhan,Right-arm pace,4,3.0,1.0,0.0,0.0,2.0,75.0,3.0,50.0,0.0
3c28853f,Sediqullah Atal,Fast-Medium,5,8.0,0.0,0.0,1.0,1.0,160.0,,20.0,20.0
3c28853f,Sediqullah Atal,LA Orthodox,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
3c28853f,Sediqullah Atal,Right-arm pace,5,11.0,0.0,0.0,1.0,1.0,220.0,,20.0,20.0
f9e6e7ef,Shahbaz Ahmed,Fast-Medium,38,47.0,5.0,1.0,4.0,16.0,123.68,9.4,42.11,13.16
f9e6e7ef,Shahbaz Ahmed,LA Orthodox,23,25.0,0.0,0.0,1.0,4.0,108.7,,17.39,4.35
f9e6e7ef,Shahbaz Ahmed,Left-arm pace,17,25.0,2.0,1.0,1.0,4.0,147.06,12.5,23.53,11.76
f9e6e7ef,Shahbaz Ahmed,Right-arm leg-spin,13,9.0,1.0,0.0,0.0,6.0,69.23,9.0,46.15,0.0
f9e6e7ef,Shahbaz Ahmed,Right-arm off-spin,11,8.0,2.0,0.0,1.0,7.0,72.73,4.0,63.64,9.09
f9e6e7ef,Shahbaz Ahmed,Right-arm pace,47,58.0,2.0,3.0,2.0,10.0,123.4,29.0,21.28,10.64
f9e6e7ef,Shahbaz Ahmed,Wrist-spin,5,7.0,0.0,1.0,0.0,1.0,140.0,,20.0,20.0
26989d80,Shashank Singh,Fast-Medium,69,130.0,4.0,13.0,7.0,14.0,188.41,32.5,20.29,28.99
26989d80,Shashank Singh,LA Orthodox,51,51.0,3.0,4.0,1.0,21.0,100.0,17.0,41.18,9.8
26989d80,Shashank Singh,Left-arm orthodox,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
26989d80,Shashank Singh,Left-arm pace,29,47.0,0.0,3.0,2.0,6.0,162.07,,20.69,17.24
26989d80,Shashank Singh,Medium-Fast,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
26989d80,Shashank Singh,Right-arm leg-spin,44,74.0,1.0,2.0,6.0,5.0,168.18,74.0,11.36,18.18
26989d80,Shashank Singh,Right-arm off-spin,35,47.0,0.0,1.0,4.0,12.0,134.29,,34.29,14.29
26989d80,Shashank Singh,Right-arm pace,104,171.0,5.0,13.0,9.0,26.0,164.42,34.2,25.0,21.15
26989d80,Shashank Singh,Wrist-spin,25,41.0,0.0,1.0,4.0,7.0,164.0,,28.0,20.0
e1d9ae9c,Shivam Singh,Left-arm pace,1,1.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
e1d9ae9c,Shivam Singh,Right-arm pace,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
b4b99816,Shubman Gill,Fast-Medium,279,445.0,8.0,48.0,17.0,85.0,159.5,55.63,30.47,23.3
b4b99816,Shubman Gill,LA Orthodox,131,175.0,2.0,11.0,8.0,43.0,133.59,87.5,32.82,14.5
b4b99816,Shubman Gill,Left-arm orthodox,10,15.0,0.0,1.0,1.0,3.0,150.0,,30.0,20.0
b4b99816,Shubman Gill,Left-arm pace,69,97.0,1.0,10.0,1.0,10.0,140.58,97.0,14.49,15.94
b4b99816,Shubman Gill,Off-Spin/Left-Arm Orthodox,8,17.0,0.0,3.0,0.0,1.0,212.5,,12.5,37.5
b4b99816,Shubman Gill,Off-Spin/Leg-Spin,5,4.0,1.0,1.0,0.0,3.0,80.0,4.0,60.0,20.0
b4b99816,Shubman Gill,Right-arm leg-spin,124,184.0,3.0,17.0,4.0,22.0,148.39,61.33,17.74,16.94
b4b99816,Shubman Gill,Right-arm off-spin,75,130.0,2.0,13.0,3.0,10.0,173.33,65.0,13.33,21.33
b4b99816,Shubman Gill,Right-arm pace,274,402.0,14.0,37.0,16.0,93.0,146.72,28.71,33.94,19.34
b4b99816,Shubman Gill,Wrist-spin,13,22.0,0.0,1.0,1.0,1.0,169.23,,7.69,15.38
26d041c4,Sikandar Raza,Fast-Medium,25,25.0,1.0,2.0,1.0,11.0,100.0,25.0,44.0,12.0
26d041c4,Sikandar Raza,LA Orthodox,9,20.0,0.0,1.0,2.0,2.0,222.22,,22.22,33.33
26d041c4,Sikandar Raza,Left-arm orthodox,4,8.0,0.0,0.0,1.0,1.0,200.0,,25.0,25.0
26d041c4,Sikandar Raza,Left-arm pace,8,9.0,1.0,0.0,1.0,4.0,112.5,9.0,50.0,12.5
26d041c4,Sikandar Raza,Right-arm leg-spin,13,21.0,1.0,2.0,1.0,5.0,161.54,21.0,38.46,23.08
26d041c4,Sikandar Raza,Right-arm off-spin,7,4.0,1.0,0.0,0.0,3.0,57.14,4.0,42.86,0.0
26d041c4,Sikandar Raza,Right-arm pace,24,35.0,1.0,3.0,1.0,9.0,145.83,35.0,37.5,16.67
26d041c4,Sikandar Raza,Wrist-spin,9,11.0,0.0,0.0,0.0,2.0,122.22,,22.22,0.0
30df8c66,Simarjeet Singh,Fast-Medium,4,2.0,1.0,0.0,0.0,2.0,50.0,2.0,50.0,0.0
30df8c66,Simarjeet Singh,Right-arm off-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
30df8c66,Simarjeet Singh,Right-arm pace,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
8998a68f,Sumit Kumar,Fast-Medium,5,1.0,1.0,0.0,0.0,4.0,20.0,1.0,80.0,0.0
8998a68f,Sumit Kumar,Right-arm leg-spin,5,1.0,0.0,0.0,0.0,4.0,20.0,,80.0,0.0
8998a68f,Sumit Kumar,Right-arm off-spin,6,7.0,1.0,0.0,1.0,3.0,116.67,7.0,50.0,16.67
8998a68f,Sumit Kumar,Right-arm pace,2,1.0,0.0,0.0,0.0,0.0,50.0,,0.0,0.0
8998a68f,Sumit Kumar,Wrist-spin,6,8.0,0.0,2.0,0.0,3.0,133.33,,50.0,33.33
970ddd24,Suryansh Shedge,Fast-Medium,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0
970ddd24,Suryansh Shedge,Right-arm leg-spin,3,2.0,0.0,0.0,0.0,0.0,66.67,,0.0,0.0
970ddd24,Suryansh Shedge,Right-arm off-spin,3,3.0,1.0,0.0,0.0,1.0,100.0,3.0,33.33,0.0
970ddd24,Suryansh Shedge,Right-arm pace,3,2.0,1.0,0.0,0.0,1.0,66.67,2.0,33.33,0.0
983f2f61,Swapnil Singh,Fast-Medium,2,2.0,0.0,0.0,0.0,0.0,100.0,,0.0,0.0
983f2f61,Swapnil Singh,Left-arm pace,5,11.0,1.0,1.0,1.0,2.0,220.0,11.0,40.0,40.0
983f2f61,Swapnil Singh,Right-arm leg-spin,3,7.0,0.0,0.0,1.0,1.0,233.33,,33.33,33.33
983f2f61,Swapnil Singh,Right-arm pace,4,9.0,0.0,0.0,1.0,0.0,225.0,,0.0,25.0
983f2f61,Swapnil Singh,Wrist-spin,9,9.0,0.0,2.0,0.0,5.0,100.0,,55.56,22.22
f836b33d,T Kohler-Cadmore,Fast-Medium,26,22.0,1.0,3.0,0.0,13.0,84.62,22.0,50.0,11.54
f836b33d,T Kohler-Cadmore,LA Orthodox,2,1.0,0.0,0.0,0.0,1.0,50.0,,50.0,0.0
f836b33d,T Kohler-Cadmore,Left-arm pace,12,19.0,0.0,3.0,1.0,7.0,158.33,,58.33,33.33
f836b33d,T Kohler-Cadmore,Right-arm leg-spin,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0
f836b33d,T Kohler-Cadmore,Right-arm pace,13,6.0,1.0,1.0,0.0,10.0,46.15,6.0,76.92,7.69
85b3fab2,T Stubbs,Fast-Medium,77,116.0,1.0,12.0,2.0,16.0,150.65,116.0,20.78,18.18
85b3fab2,T Stubbs,LA Orthodox,45,81.0,1.0,5.0,5.0,6.0,180.0,81.0,13.33,22.22
85b3fab2,T Stubbs,Left-arm orthodox,1,3.0,0.0,0.0,0.0,0.0,300.0,,0.0,0.0
